State_ID,State_Name,GeoLocation,P_ID,D_ID,Weather_ID
613006,Ohio,"(40.060210141, -82.404260056)",13106,163006,313006
613007,Kentucky,"(37.645970271000465, -84.77497104799966)",13107,163007,313007
613008,Hawaii,"(21.304850435000446, -157.85774940299973)",13108,163008,313008
613009,South Dakota,"(44.353130053000484, -100.3735306369997)",13109,163009,313009
613010,North Dakota,"(47.475319779, -100.118421049)",13110,163010,313010
613011,District of Columbia,"(38.890371385, -77.031961127)",13111,163011,313011
613012,Alaska,"(64.84507995700051, -147.72205903599973)",13112,163012,313012
613013,Arkansas,"(34.74865012400045, -92.27449074299966)",13113,163013,313013
613014,Illinois,"(40.48501028300046, -88.99771017799969)",13114,163014,313014
613015,Nevada,"(39.49324039, -117.071840564)",13115,163015,313015
613016,Delaware,"(39.008830667000495, -75.57774116799965)",13116,163016,313016
613017,Nebraska,"(41.641040988001, -99.365720623)",13117,163017,313017
613018,Maryland,"(39.29058096400047, -76.60926011099963)",13118,163018,313018
613019,Wyoming,"(43.235541343, -108.109830353)",13119,163019,313019
613020,Wisconsin,"(44.39319117400049, -89.81637074199966)",13120,163020,313020
613021,Nebraska,"(41.6410409880005, -99.36572062299967)",13121,163021,313021
613022,Arizona,"(34.865970280000454, -111.76381127699972)",13122,163022,313022
613023,Maine,"(45.254228894000505, -68.98503133599962)",13123,163023,313023
613024,Missouri,"(38.635790776000476, -92.56630005299968)",13124,163024,313024
613025,North Dakota,"(47.47531977900047, -100.11842104899966)",13125,163025,313025
613026,Nevada,"(39.493240390000494, -117.07184056399967)",13126,163026,313026
613027,Wisconsin,"(44.393191174, -89.816370742)",13127,163027,313027
613028,Delaware,"(39.008830667000495, -75.57774116799965)",13128,163028,313028
613029,South Dakota,"(44.353130053000484, -100.3735306369997)",13129,163029,313029
613030,Ohio,"(40.06021014100048, -82.40426005599966)",13130,163030,313030
613031,Alabama,"(32.84057112200048, -86.63186076199969)",13131,163031,313031
613032,Connecticut,"(41.56266102000046, -72.64984095199964)",13132,163032,313032
613033,Wyoming,"(43.23554134300048, -108.10983035299967)",13133,163033,313033
613034,Wyoming,"(43.23554134300048, -108.10983035299967)",13134,163034,313034
613035,Montana,"(47.06652897200047, -109.42442064499971)",13135,163035,313035
613036,South Carolina,"(33.998821303000454, -81.04537120699968)",13136,163036,313036
613037,Colorado,"(38.843840757000464, -106.13361092099967)",13137,163037,313037
613038,New Mexico,"(34.52088095200048, -106.24058098499967)",13138,163038,313038
613039,Oklahoma,"(35.47203135600046, -97.52107021399968)",13139,163039,313039
613040,District of Columbia,"(38.89037138500049, -77.03196112699965)",13140,163040,313040
613041,West Virginia,"(38.66551020200046, -80.71264013499967)",13141,163041,313041
613042,Arizona,"(34.86597028, -111.763811277)",13142,163042,313042
613043,New Hampshire,"(43.65595011300047, -71.50036091999965)",13143,163043,313043
613044,Alabama,"(32.84057112200048, -86.63186076199969)",13144,163044,313044
613045,Oregon,"(44.567449424, -120.155031326)",13145,163045,313045
613046,Tennessee,"(35.68094058, -85.774490914)",13146,163046,313046
613047,District of Columbia,"(38.89037138500049, -77.03196112699965)",13147,163047,313047
613048,Mississippi,"(32.745510099000455, -89.53803082499968)",13148,163048,313048
613049,Nevada,"(39.49324039, -117.071840564)",13149,163049,313049
613050,Oregon,"(44.567449424, -120.155031326)",13150,163050,313050
613051,Maine,"(45.254228894000505, -68.98503133599962)",13151,163051,313051
613052,Nebraska,"(41.641040988001, -99.365720623)",13152,163052,313052
613053,Alaska,"(64.845079957001, -147.722059036)",13153,163053,313053
613054,Nevada,"(39.49324039, -117.071840564)",13154,163054,313054
613055,Florida,"(28.932040377000476, -81.92896053899966)",13155,163055,313055
613056,Wisconsin,"(44.39319117400049, -89.81637074199966)",13156,163056,313056
613057,Nevada,"(39.493240390000494, -117.07184056399967)",13157,163057,313057
613058,Missouri,"(38.635790776, -92.566300053)",13158,163058,313058
613059,Kansas,"(38.3477403, -98.200781227)",13159,163059,313059
613060,Massachusetts,"(42.27687047, -72.082690675)",13160,163060,313060
613061,Nebraska,"(41.6410409880005, -99.36572062299967)",13161,163061,313061
613062,Louisiana,"(31.31266064400046, -92.44568007099969)",13162,163062,313062
613063,Alabama,"(32.840571122, -86.631860762)",13163,163063,313063
613064,Massachusetts,"(42.27687047000046, -72.08269067499964)",13164,163064,313064
613065,Arizona,"(34.865970280000454, -111.76381127699972)",13165,163065,313065
613066,Guam,"(13.444304, 144.793731)",13166,163066,313066
613067,Georgia,"(32.83968109300048, -83.62758034599966)",13167,163067,313067
613068,Alabama,"(32.84057112200048, -86.63186076199969)",13168,163068,313068
613069,Wisconsin,"(44.393191174, -89.816370742)",13169,163069,313069
613070,North Dakota,"(47.475319779, -100.118421049)",13170,163070,313070
613071,Colorado,"(38.843840757000464, -106.13361092099967)",13171,163071,313071
613072,Virginia,"(37.54268067400045, -78.45789046299967)",13172,163072,313072
613073,Wyoming,"(43.23554134300048, -108.10983035299967)",13173,163073,313073
613074,Kansas,"(38.34774030000045, -98.20078122699965)",13174,163074,313074
613075,South Carolina,"(33.998821303, -81.045371207)",13175,163075,313075
613076,Oklahoma,"(35.47203135600046, -97.52107021399968)",13176,163076,313076
613077,West Virginia,"(38.66551020200046, -80.71264013499967)",13177,163077,313077
613078,Minnesota,"(46.35564873600049, -94.79420050299967)",13178,163078,313078
613079,Georgia,"(32.83968109300048, -83.62758034599966)",13179,163079,313079
613080,Delaware,"(39.008830667000495, -75.57774116799965)",13180,163080,313080
613081,Maine,"(45.254228894001, -68.985031336)",13181,163081,313081
613082,Illinois,"(40.485010283, -88.997710178)",13182,163082,313082
613083,Pennsylvania,"(40.79373015200048, -77.86070029399963)",13183,163083,313083
613084,Utah,"(39.360700171000474, -111.58713063499971)",13184,163084,313084
613085,Michigan,"(44.6613195430005, -84.71439026999968)",13185,163085,313085
613086,North Carolina,"(35.466220975000454, -79.15925046299964)",13186,163086,313086
613087,Ohio,"(40.06021014100048, -82.40426005599966)",13187,163087,313087
613088,New Hampshire,"(43.65595011300047, -71.50036091999965)",13188,163088,313088
613089,Minnesota,"(46.355648736, -94.794200503)",13189,163089,313089
613090,Arizona,"(34.86597028, -111.763811277)",13190,163090,313090
613091,New York,"(42.82700103200045, -75.54397042699964)",13191,163091,313091
613092,Illinois,"(40.485010283, -88.997710178)",13192,163092,313092
613093,Pennsylvania,"(40.79373015200048, -77.86070029399963)",13193,163093,313093
613094,Connecticut,"(41.56266102000046, -72.64984095199964)",13194,163094,313094
613095,Alaska,"(64.84507995700051, -147.72205903599973)",13195,163095,313095
613096,West Virginia,"(38.665510202, -80.712640135)",13196,163096,313096
613097,South Carolina,"(33.998821303, -81.045371207)",13197,163097,313097
613098,New Mexico,"(34.52088095200048, -106.24058098499967)",13198,163098,313098
613099,Tennessee,"(35.68094058000048, -85.77449091399967)",13199,163099,313099
613100,South Carolina,"(33.998821303000454, -81.04537120699968)",13200,163100,313100
613101,Wisconsin,"(44.39319117400049, -89.81637074199966)",13201,163101,313101
613102,Iowa,"(42.46940091300047, -93.81649055599968)",13202,163102,313102
613103,Utah,"(39.360700171, -111.587130635)",13203,163103,313103
613104,Washington,"(47.52227862900048, -120.47001078999972)",13204,163104,313104
613105,Guam,"(13.444304, 144.793731)",13205,163105,313105
613106,Idaho,"(43.682630005000476, -114.3637300419997)",13206,163106,313106
613107,South Dakota,"(44.353130053000484, -100.3735306369997)",13207,163107,313107
613108,California,"(37.638640123, -120.999999538)",13208,163108,313108
613109,Hawaii,"(21.304850435, -157.857749403)",13209,163109,313109
613110,Kansas,"(38.34774030000045, -98.20078122699965)",13210,163110,313110
613111,California,"(37.63864012300047, -120.99999953799971)",13211,163111,313111
613112,Wisconsin,"(44.39319117400049, -89.81637074199966)",13212,163112,313112
613113,Texas,"(31.827240407000488, -99.42677020599967)",13213,163113,313113
613114,Puerto Rico,"(18.220833, -66.590149)",13214,163114,313114
613115,Puerto Rico,"(18.220833, -66.590149)",13215,163115,313115
613116,Washington,"(47.52227862900048, -120.47001078999972)",13216,163116,313116
613117,Maine,"(45.254228894001, -68.985031336)",13217,163117,313117
613118,District of Columbia,"(38.890371385, -77.031961127)",13218,163118,313118
613119,Hawaii,"(21.304850435000446, -157.85774940299973)",13219,163119,313119
613120,Louisiana,"(31.31266064400046, -92.44568007099969)",13220,163120,313120
613121,New Mexico,"(34.520880952, -106.240580985)",13221,163121,313121
613122,North Carolina,"(35.466220975000454, -79.15925046299964)",13222,163122,313122
613123,Pennsylvania,"(40.79373015200048, -77.86070029399963)",13223,163123,313123
613124,Alaska,"(64.845079957001, -147.722059036)",13224,163124,313124
613125,West Virginia,"(38.66551020200046, -80.71264013499967)",13225,163125,313125
613126,Kentucky,"(37.645970271000465, -84.77497104799966)",13226,163126,313126
613127,North Dakota,"(47.47531977900047, -100.11842104899966)",13227,163127,313127
613128,Florida,"(28.932040377000476, -81.92896053899966)",13228,163128,313128
613129,Indiana,"(39.766910452000445, -86.14996019399968)",13229,163129,313129
613130,Wyoming,"(43.235541343, -108.109830353)",13230,163130,313130
613131,New Hampshire,"(43.65595011300047, -71.50036091999965)",13231,163131,313131
613132,Massachusetts,"(42.27687047, -72.082690675)",13232,163132,313132
613133,Illinois,"(40.48501028300046, -88.99771017799969)",13233,163133,313133
613134,Washington,"(47.522278629, -120.47001079)",13234,163134,313134
613135,Ohio,"(40.06021014100048, -82.40426005599966)",13235,163135,313135
613136,Hawaii,"(21.304850435000446, -157.85774940299973)",13236,163136,313136
613137,Guam,"(13.444304, 144.793731)",13237,163137,313137
613138,Missouri,"(38.635790776000476, -92.56630005299968)",13238,163138,313138
613139,North Carolina,"(35.466220975000454, -79.15925046299964)",13239,163139,313139
613140,Massachusetts,"(42.27687047, -72.082690675)",13240,163140,313140
613141,Maryland,"(39.29058096400047, -76.60926011099963)",13241,163141,313141
613142,Illinois,"(40.48501028300046, -88.99771017799969)",13242,163142,313142
613143,Oregon,"(44.56744942400047, -120.15503132599969)",13243,163143,313143
613144,Montana,"(47.06652897200047, -109.42442064499971)",13244,163144,313144
613145,Wisconsin,"(44.39319117400049, -89.81637074199966)",13245,163145,313145
613146,Iowa,"(42.46940091300047, -93.81649055599968)",13246,163146,313146
613147,West Virginia,"(38.665510202, -80.712640135)",13247,163147,313147
613148,Washington,"(47.52227862900048, -120.47001078999972)",13248,163148,313148
613149,Utah,"(39.360700171000474, -111.58713063499971)",13249,163149,313149
613150,California,"(37.638640123, -120.999999538)",13250,163150,313150
613151,Hawaii,"(21.304850435, -157.857749403)",13251,163151,313151
613152,Oregon,"(44.56744942400047, -120.15503132599969)",13252,163152,313152
613153,District of Columbia,"(38.890371385, -77.031961127)",13253,163153,313153
613154,New York,"(42.82700103200045, -75.54397042699964)",13254,163154,313154
613155,Puerto Rico,"(18.220833, -66.590149)",13255,163155,313155
613156,Nebraska,"(41.641040988001, -99.365720623)",13256,163156,313156
613157,Nevada,"(39.493240390000494, -117.07184056399967)",13257,163157,313157
613158,Connecticut,"(41.56266102000046, -72.64984095199964)",13258,163158,313158
613159,Nevada,"(39.49324039, -117.071840564)",13259,163159,313159
613160,Rhode Island,"(41.708280193, -71.522470314)",13260,163160,313160
613161,Wyoming,"(43.23554134300048, -108.10983035299967)",13261,163161,313161
613162,Texas,"(31.827240407000488, -99.42677020599967)",13262,163162,313162
613163,Louisiana,"(31.31266064400046, -92.44568007099969)",13263,163163,313163
613164,California,"(37.638640123, -120.999999538)",13264,163164,313164
613165,Massachusetts,"(42.27687047, -72.082690675)",13265,163165,313165
613166,Wyoming,"(43.23554134300048, -108.10983035299967)",13266,163166,313166
613167,Alabama,"(32.840571122, -86.631860762)",13267,163167,313167
613168,Rhode Island,"(41.70828019300046, -71.52247031399963)",13268,163168,313168
613169,Wisconsin,"(44.39319117400049, -89.81637074199966)",13269,163169,313169
613170,Oklahoma,"(35.47203135600046, -97.52107021399968)",13270,163170,313170
613171,Maine,"(45.254228894000505, -68.98503133599962)",13271,163171,313171
613172,District of Columbia,"(38.89037138500049, -77.03196112699965)",13272,163172,313172
613173,West Virginia,"(38.66551020200046, -80.71264013499967)",13273,163173,313173
613174,New Jersey,"(40.130570048, -74.273691288)",13274,163174,313174
613175,New York,"(42.827001032, -75.543970427)",13275,163175,313175
613176,North Dakota,"(47.47531977900047, -100.11842104899966)",13276,163176,313176
613177,Indiana,"(39.766910452000445, -86.14996019399968)",13277,163177,313177
613178,Nebraska,"(41.6410409880005, -99.36572062299967)",13278,163178,313178
613179,Wyoming,"(43.23554134300048, -108.10983035299967)",13279,163179,313179
613180,North Dakota,"(47.47531977900047, -100.11842104899966)",13280,163180,313180
613181,Idaho,"(43.682630005, -114.363730042)",13281,163181,313181
613182,Michigan,"(44.6613195430005, -84.71439026999968)",13282,163182,313182
613183,Oregon,"(44.567449424, -120.155031326)",13283,163183,313183
613184,Kentucky,"(37.645970271000465, -84.77497104799966)",13284,163184,313184
613185,Virginia,"(37.54268067400045, -78.45789046299967)",13285,163185,313185
613186,Idaho,"(43.682630005000476, -114.3637300419997)",13286,163186,313186
613187,District of Columbia,"(38.89037138500049, -77.03196112699965)",13287,163187,313187
613188,Colorado,"(38.843840757000464, -106.13361092099967)",13288,163188,313188
613189,New Mexico,"(34.52088095200048, -106.24058098499967)",13289,163189,313189
613190,Idaho,"(43.682630005, -114.363730042)",13290,163190,313190
613191,Rhode Island,"(41.708280193, -71.522470314)",13291,163191,313191
613192,Vermont,"(43.62538123900049, -72.51764079099962)",13292,163192,313192
613193,Nebraska,"(41.641040988001, -99.365720623)",13293,163193,313193
613194,Guam,"(13.444304, 144.793731)",13294,163194,313194
613195,Kansas,"(38.3477403, -98.200781227)",13295,163195,313195
613196,Alabama,"(32.84057112200048, -86.63186076199969)",13296,163196,313196
613197,Louisiana,"(31.312660644, -92.445680071)",13297,163197,313197
613198,South Dakota,"(44.353130053000484, -100.3735306369997)",13298,163198,313198
613199,Arkansas,"(34.74865012400045, -92.27449074299966)",13299,163199,313199
613200,Georgia,"(32.83968109300048, -83.62758034599966)",13300,163200,313200
613201,California,"(37.63864012300047, -120.99999953799971)",13301,163201,313201
613202,Virginia,"(37.54268067400045, -78.45789046299967)",13302,163202,313202
613203,Wyoming,"(43.23554134300048, -108.10983035299967)",13303,163203,313203
613204,Wyoming,"(43.23554134300048, -108.10983035299967)",13304,163204,313204
613205,Arizona,"(34.86597028, -111.763811277)",13305,163205,313205
613206,Hawaii,"(21.304850435, -157.857749403)",13306,163206,313206
613207,Alabama,"(32.84057112200048, -86.63186076199969)",13307,163207,313207
613208,North Dakota,"(47.475319779, -100.118421049)",13308,163208,313208
613209,Washington,"(47.52227862900048, -120.47001078999972)",13309,163209,313209
613210,Tennessee,"(35.68094058000048, -85.77449091399967)",13310,163210,313210
613211,Wyoming,"(43.235541343, -108.109830353)",13311,163211,313211
613212,Virginia,"(37.54268067400045, -78.45789046299967)",13312,163212,313212
613213,Iowa,"(42.469400913, -93.816490556)",13313,163213,313213
613214,Texas,"(31.827240407000488, -99.42677020599967)",13314,163214,313214
613215,Puerto Rico,"(18.220833, -66.590149)",13315,163215,313215
613216,Washington,"(47.52227862900048, -120.47001078999972)",13316,163216,313216
613217,Ohio,"(40.060210141, -82.404260056)",13317,163217,313217
613218,Connecticut,"(41.56266102, -72.649840952)",13318,163218,313218
613219,Nebraska,"(41.641040988001, -99.365720623)",13319,163219,313219
613220,Tennessee,"(35.68094058, -85.774490914)",13320,163220,313220
613221,South Dakota,"(44.353130053000484, -100.3735306369997)",13321,163221,313221
613222,New Mexico,"(34.52088095200048, -106.24058098499967)",13322,163222,313222
613223,Oklahoma,"(35.47203135600046, -97.52107021399968)",13323,163223,313223
613224,Washington,"(47.52227862900048, -120.47001078999972)",13324,163224,313224
613225,Maine,"(45.254228894000505, -68.98503133599962)",13325,163225,313225
613226,Massachusetts,"(42.27687047, -72.082690675)",13326,163226,313226
613227,Illinois,"(40.485010283, -88.997710178)",13327,163227,313227
613228,Louisiana,"(31.312660644, -92.445680071)",13328,163228,313228
613229,Arizona,"(34.865970280000454, -111.76381127699972)",13329,163229,313229
613230,Arkansas,"(34.748650124, -92.274490743)",13330,163230,313230
613231,Florida,"(28.932040377000476, -81.92896053899966)",13331,163231,313231
613232,Idaho,"(43.682630005, -114.363730042)",13332,163232,313232
613233,Guam,"(13.444304, 144.793731)",13333,163233,313233
613234,Indiana,"(39.766910452000445, -86.14996019399968)",13334,163234,313234
613235,Puerto Rico,"(18.220833, -66.590149)",13335,163235,313235
613236,Ohio,"(40.06021014100048, -82.40426005599966)",13336,163236,313236
613237,Hawaii,"(21.304850435, -157.857749403)",13337,163237,313237
613238,Maryland,"(39.29058096400047, -76.60926011099963)",13338,163238,313238
613239,District of Columbia,"(38.890371385, -77.031961127)",13339,163239,313239
613240,West Virginia,"(38.66551020200046, -80.71264013499967)",13340,163240,313240
613241,Nevada,"(39.493240390000494, -117.07184056399967)",13341,163241,313241
613242,South Carolina,"(33.998821303000454, -81.04537120699968)",13342,163242,313242
613243,Arkansas,"(34.74865012400045, -92.27449074299966)",13343,163243,313243
613244,Wisconsin,"(44.39319117400049, -89.81637074199966)",13344,163244,313244
613245,Montana,"(47.06652897200047, -109.42442064499971)",13345,163245,313245
613246,West Virginia,"(38.66551020200046, -80.71264013499967)",13346,163246,313246
613247,Georgia,"(32.83968109300048, -83.62758034599966)",13347,163247,313247
613248,Alaska,"(64.84507995700051, -147.72205903599973)",13348,163248,313248
613249,District of Columbia,"(38.89037138500049, -77.03196112699965)",13349,163249,313249
613250,Idaho,"(43.682630005000476, -114.3637300419997)",13350,163250,313250
613251,South Dakota,"(44.353130053000484, -100.3735306369997)",13351,163251,313251
613252,Massachusetts,"(42.27687047000046, -72.08269067499964)",13352,163252,313252
613253,Michigan,"(44.6613195430005, -84.71439026999968)",13353,163253,313253
613254,New Hampshire,"(43.65595011300047, -71.50036091999965)",13354,163254,313254
613255,Arizona,"(34.865970280000454, -111.76381127699972)",13355,163255,313255
613256,Massachusetts,"(42.27687047000046, -72.08269067499964)",13356,163256,313256
613257,Florida,"(28.932040377000476, -81.92896053899966)",13357,163257,313257
613258,Wisconsin,"(44.39319117400049, -89.81637074199966)",13358,163258,313258
613259,Alaska,"(64.84507995700051, -147.72205903599973)",13359,163259,313259
613260,Hawaii,"(21.304850435000446, -157.85774940299973)",13360,163260,313260
613261,Hawaii,"(21.304850435, -157.857749403)",13361,163261,313261
613262,Kansas,"(38.34774030000045, -98.20078122699965)",13362,163262,313262
613263,Idaho,"(43.682630005000476, -114.3637300419997)",13363,163263,313263
613264,Delaware,"(39.008830667000495, -75.57774116799965)",13364,163264,313264
613265,Iowa,"(42.46940091300047, -93.81649055599968)",13365,163265,313265
613266,North Dakota,"(47.475319779, -100.118421049)",13366,163266,313266
613267,Minnesota,"(46.35564873600049, -94.79420050299967)",13367,163267,313267
613268,South Carolina,"(33.998821303000454, -81.04537120699968)",13368,163268,313268
613269,Mississippi,"(32.745510099000455, -89.53803082499968)",13369,163269,313269
613270,Nebraska,"(41.6410409880005, -99.36572062299967)",13370,163270,313270
613271,Pennsylvania,"(40.79373015200048, -77.86070029399963)",13371,163271,313271
613272,Wisconsin,"(44.39319117400049, -89.81637074199966)",13372,163272,313272
613273,Arkansas,"(34.748650124, -92.274490743)",13373,163273,313273
613274,Michigan,"(44.661319543001, -84.71439027)",13374,163274,313274
613275,Minnesota,"(46.35564873600049, -94.79420050299967)",13375,163275,313275
613276,Rhode Island,"(41.708280193, -71.522470314)",13376,163276,313276
613277,Minnesota,"(46.355648736, -94.794200503)",13377,163277,313277
613278,Wyoming,"(43.23554134300048, -108.10983035299967)",13378,163278,313278
613279,California,"(37.63864012300047, -120.99999953799971)",13379,163279,313279
613280,Ohio,"(40.06021014100048, -82.40426005599966)",13380,163280,313280
613281,Massachusetts,"(42.27687047, -72.082690675)",13381,163281,313281
613282,Hawaii,"(21.304850435, -157.857749403)",13382,163282,313282
613283,Louisiana,"(31.31266064400046, -92.44568007099969)",13383,163283,313283
613284,Guam,"(13.444304, 144.793731)",13384,163284,313284
613285,Connecticut,"(41.56266102000046, -72.64984095199964)",13385,163285,313285
613286,Maine,"(45.254228894001, -68.985031336)",13386,163286,313286
613287,Wyoming,"(43.23554134300048, -108.10983035299967)",13387,163287,313287
613288,Georgia,"(32.83968109300048, -83.62758034599966)",13388,163288,313288
613289,New Hampshire,"(43.655950113, -71.50036092)",13389,163289,313289
613290,New Mexico,"(34.52088095200048, -106.24058098499967)",13390,163290,313290
613291,Colorado,"(38.843840757000464, -106.13361092099967)",13391,163291,313291
613292,West Virginia,"(38.66551020200046, -80.71264013499967)",13392,163292,313292
613293,West Virginia,"(38.66551020200046, -80.71264013499967)",13393,163293,313293
613294,New Hampshire,"(43.65595011300047, -71.50036091999965)",13394,163294,313294
613295,California,"(37.638640123, -120.999999538)",13395,163295,313295
613296,Indiana,"(39.766910452000445, -86.14996019399968)",13396,163296,313296
613297,Colorado,"(38.843840757000464, -106.13361092099967)",13397,163297,313297
613298,Mississippi,"(32.745510099, -89.538030825)",13398,163298,313298
613299,Hawaii,"(21.304850435000446, -157.85774940299973)",13399,163299,313299
613300,Guam,"(13.444304, 144.793731)",13400,163300,313300
613301,Mississippi,"(32.745510099000455, -89.53803082499968)",13401,163301,313301
613302,Washington,"(47.522278629, -120.47001079)",13402,163302,313302
613303,Nebraska,"(41.641040988001, -99.365720623)",13403,163303,313303
613304,Arkansas,"(34.74865012400045, -92.27449074299966)",13404,163304,313304
613305,New York,"(42.82700103200045, -75.54397042699964)",13405,163305,313305
613306,Illinois,"(40.48501028300046, -88.99771017799969)",13406,163306,313306
613307,Virginia,"(37.54268067400045, -78.45789046299967)",13407,163307,313307
613308,Rhode Island,"(41.708280193, -71.522470314)",13408,163308,313308
613309,Idaho,"(43.682630005000476, -114.3637300419997)",13409,163309,313309
613310,Mississippi,"(32.745510099000455, -89.53803082499968)",13410,163310,313310
613311,Louisiana,"(31.312660644, -92.445680071)",13411,163311,313311
613312,Kentucky,"(37.645970271000465, -84.77497104799966)",13412,163312,313312
613313,Missouri,"(38.635790776000476, -92.56630005299968)",13413,163313,313313
613314,District of Columbia,"(38.890371385, -77.031961127)",13414,163314,313314
613315,Connecticut,"(41.56266102000046, -72.64984095199964)",13415,163315,313315
613316,Iowa,"(42.469400913, -93.816490556)",13416,163316,313316
613317,Maryland,"(39.29058096400047, -76.60926011099963)",13417,163317,313317
613318,Nevada,"(39.493240390000494, -117.07184056399967)",13418,163318,313318
613319,Montana,"(47.066528972, -109.424420645)",13419,163319,313319
613320,Washington,"(47.52227862900048, -120.47001078999972)",13420,163320,313320
613321,Ohio,"(40.060210141, -82.404260056)",13421,163321,313321
613322,Nebraska,"(41.6410409880005, -99.36572062299967)",13422,163322,313322
613323,Alabama,"(32.84057112200048, -86.63186076199969)",13423,163323,313323
613324,Idaho,"(43.682630005, -114.363730042)",13424,163324,313324
613325,North Carolina,"(35.466220975000454, -79.15925046299964)",13425,163325,313325
613326,Indiana,"(39.766910452, -86.149960194)",13426,163326,313326
613327,Wyoming,"(43.235541343, -108.109830353)",13427,163327,313327
613328,Tennessee,"(35.68094058000048, -85.77449091399967)",13428,163328,313328
613329,Michigan,"(44.6613195430005, -84.71439026999968)",13429,163329,313329
613330,Missouri,"(38.635790776000476, -92.56630005299968)",13430,163330,313330
613331,West Virginia,"(38.66551020200046, -80.71264013499967)",13431,163331,313331
613332,Guam,"(13.444304, 144.793731)",13432,163332,313332
613333,Oregon,"(44.56744942400047, -120.15503132599969)",13433,163333,313333
613334,Hawaii,"(21.304850435, -157.857749403)",13434,163334,313334
613335,New York,"(42.827001032, -75.543970427)",13435,163335,313335
613336,Vermont,"(43.62538123900049, -72.51764079099962)",13436,163336,313336
613337,Montana,"(47.06652897200047, -109.42442064499971)",13437,163337,313337
613338,Washington,"(47.52227862900048, -120.47001078999972)",13438,163338,313338
613339,Nevada,"(39.493240390000494, -117.07184056399967)",13439,163339,313339
613340,Indiana,"(39.766910452000445, -86.14996019399968)",13440,163340,313340
613341,Utah,"(39.360700171000474, -111.58713063499971)",13441,163341,313341
613342,North Dakota,"(47.47531977900047, -100.11842104899966)",13442,163342,313342
613343,North Dakota,"(47.47531977900047, -100.11842104899966)",13443,163343,313343
613344,Utah,"(39.360700171, -111.587130635)",13444,163344,313344
613345,Iowa,"(42.469400913, -93.816490556)",13445,163345,313345
613346,Rhode Island,"(41.70828019300046, -71.52247031399963)",13446,163346,313346
613347,Washington,"(47.52227862900048, -120.47001078999972)",13447,163347,313347
613348,Maine,"(45.254228894000505, -68.98503133599962)",13448,163348,313348
613349,New York,"(42.82700103200045, -75.54397042699964)",13449,163349,313349
613350,Illinois,"(40.48501028300046, -88.99771017799969)",13450,163350,313350
613351,Iowa,"(42.469400913, -93.816490556)",13451,163351,313351
613352,Tennessee,"(35.68094058000048, -85.77449091399967)",13452,163352,313352
613353,Washington,"(47.52227862900048, -120.47001078999972)",13453,163353,313353
613354,Nebraska,"(41.6410409880005, -99.36572062299967)",13454,163354,313354
613355,Vermont,"(43.62538123900049, -72.51764079099962)",13455,163355,313355
613356,Nevada,"(39.493240390000494, -117.07184056399967)",13456,163356,313356
613357,Virginia,"(37.54268067400045, -78.45789046299967)",13457,163357,313357
613358,Massachusetts,"(42.27687047000046, -72.08269067499964)",13458,163358,313358
613359,Texas,"(31.827240407000488, -99.42677020599967)",13459,163359,313359
613360,West Virginia,"(38.665510202, -80.712640135)",13460,163360,313360
613361,Kansas,"(38.34774030000045, -98.20078122699965)",13461,163361,313361
613362,Florida,"(28.932040377, -81.928960539)",13462,163362,313362
613363,Kansas,"(38.3477403, -98.200781227)",13463,163363,313363
613364,Puerto Rico,"(18.220833, -66.590149)",13464,163364,313364
613365,South Dakota,"(44.353130053000484, -100.3735306369997)",13465,163365,313365
613366,New Hampshire,"(43.655950113, -71.50036092)",13466,163366,313366
613367,Maryland,"(39.290580964, -76.609260111)",13467,163367,313367
613368,Vermont,"(43.625381239, -72.517640791)",13468,163368,313368
613369,Massachusetts,"(42.27687047000046, -72.08269067499964)",13469,163369,313369
613370,Oklahoma,"(35.47203135600046, -97.52107021399968)",13470,163370,313370
613371,Wyoming,"(43.23554134300048, -108.10983035299967)",13471,163371,313371
613372,Missouri,"(38.635790776, -92.566300053)",13472,163372,313372
613373,Oklahoma,"(35.472031356, -97.521070214)",13473,163373,313373
613374,Wisconsin,"(44.393191174, -89.816370742)",13474,163374,313374
613375,Florida,"(28.932040377000476, -81.92896053899966)",13475,163375,313375
613376,Wisconsin,"(44.393191174, -89.816370742)",13476,163376,313376
613377,Delaware,"(39.008830667000495, -75.57774116799965)",13477,163377,313377
613378,Kentucky,"(37.645970271, -84.774971048)",13478,163378,313378
613379,Indiana,"(39.766910452000445, -86.14996019399968)",13479,163379,313379
613380,North Carolina,"(35.466220975000454, -79.15925046299964)",13480,163380,313380
613381,Rhode Island,"(41.70828019300046, -71.52247031399963)",13481,163381,313381
613382,North Carolina,"(35.466220975, -79.159250463)",13482,163382,313382
613383,Michigan,"(44.6613195430005, -84.71439026999968)",13483,163383,313383
613384,North Dakota,"(47.475319779, -100.118421049)",13484,163384,313384
613385,Missouri,"(38.635790776, -92.566300053)",13485,163385,313385
613386,Wisconsin,"(44.39319117400049, -89.81637074199966)",13486,163386,313386
613387,Kentucky,"(37.645970271, -84.774971048)",13487,163387,313387
613388,Kentucky,"(37.645970271, -84.774971048)",13488,163388,313388
613389,Utah,"(39.360700171000474, -111.58713063499971)",13489,163389,313389
613390,Iowa,"(42.469400913, -93.816490556)",13490,163390,313390
613391,Wisconsin,"(44.39319117400049, -89.81637074199966)",13491,163391,313391
613392,Missouri,"(38.635790776, -92.566300053)",13492,163392,313392
