Survey_ID,Response_ID,Response_Year,Response_Month,Class
513638,413638,2015,12,Obesity / Weight Status
513639,413639,2013,7,Physical Activity
513640,413640,2012,10,Obesity / Weight Status
513641,413641,2012,5,Obesity / Weight Status
513642,413642,2013,11,Physical Activity
513643,413643,2015,2,Obesity / Weight Status
513644,413644,2011,11,Physical Activity
513645,413645,2015,12,Obesity / Weight Status
513646,413646,2015,1,Obesity / Weight Status
513647,413647,2011,8,Physical Activity
513648,413648,2011,5,Physical Activity
513649,413649,2015,2,Physical Activity
513650,413650,2013,1,Obesity / Weight Status
513651,413651,2013,6,Physical Activity
513652,413652,2011,1,Physical Activity
513653,413653,2015,9,Physical Activity
513654,413654,2011,9,Physical Activity
513655,413655,2012,5,Obesity / Weight Status
513656,413656,2013,4,Physical Activity
513657,413657,2012,12,Obesity / Weight Status
513658,413658,2013,4,Physical Activity
513659,413659,2015,2,Obesity / Weight Status
513660,413660,2014,5,Obesity / Weight Status
513661,413661,2011,7,Physical Activity
513662,413662,2011,5,Physical Activity
513663,413663,2012,2,Physical Activity
513664,413664,2012,11,Obesity / Weight Status
513665,413665,2015,1,Physical Activity
513666,413666,2011,12,Obesity / Weight Status
513667,413667,2011,6,Obesity / Weight Status
513668,413668,2014,11,Obesity / Weight Status
513669,413669,2012,1,Obesity / Weight Status
513670,413670,2013,1,Obesity / Weight Status
513671,413671,2013,12,Physical Activity
513672,413672,2014,4,Physical Activity
513673,413673,2014,6,Obesity / Weight Status
513674,413674,2015,12,Physical Activity
513675,413675,2015,2,Physical Activity
513676,413676,2015,4,Physical Activity
513677,413677,2012,5,Obesity / Weight Status
513678,413678,2012,9,Physical Activity
513679,413679,2015,2,Physical Activity
513680,413680,2011,7,Obesity / Weight Status
513681,413681,2013,11,Physical Activity
513682,413682,2014,8,Physical Activity
513683,413683,2013,4,Physical Activity
513684,413684,2011,3,Physical Activity
513685,413685,2015,4,Physical Activity
513686,413686,2015,3,Physical Activity
513687,413687,2011,1,Physical Activity
513688,413688,2015,12,Obesity / Weight Status
513689,413689,2013,10,Obesity / Weight Status
513690,413690,2015,8,Obesity / Weight Status
513691,413691,2011,12,Obesity / Weight Status
513692,413692,2014,3,Physical Activity
513693,413693,2015,8,Obesity / Weight Status
513694,413694,2011,12,Physical Activity
513695,413695,2015,7,Physical Activity
513696,413696,2015,6,Physical Activity
513697,413697,2011,7,Physical Activity
513698,413698,2014,3,Obesity / Weight Status
513699,413699,2013,11,Physical Activity
513700,413700,2014,10,Obesity / Weight Status
513701,413701,2012,6,Obesity / Weight Status
513702,413702,2015,6,Physical Activity
513703,413703,2014,7,Obesity / Weight Status
513704,413704,2015,7,Physical Activity
513705,413705,2012,2,Physical Activity
513706,413706,2015,6,Physical Activity
513707,413707,2011,10,Physical Activity
513708,413708,2012,2,Obesity / Weight Status
513709,413709,2011,7,Physical Activity
513710,413710,2012,7,Obesity / Weight Status
513711,413711,2011,9,Obesity / Weight Status
513712,413712,2015,1,Physical Activity
513713,413713,2014,4,Obesity / Weight Status
513714,413714,2015,12,Physical Activity
513715,413715,2011,5,Obesity / Weight Status
513716,413716,2011,9,Obesity / Weight Status
513717,413717,2013,10,Physical Activity
513718,413718,2013,12,Physical Activity
513719,413719,2015,3,Obesity / Weight Status
513720,413720,2013,3,Physical Activity
513721,413721,2013,10,Physical Activity
513722,413722,2013,3,Physical Activity
513723,413723,2012,4,Obesity / Weight Status
513724,413724,2015,4,Obesity / Weight Status
513725,413725,2015,10,Physical Activity
513726,413726,2013,5,Physical Activity
513727,413727,2013,1,Obesity / Weight Status
513728,413728,2011,2,Physical Activity
513729,413729,2011,3,Physical Activity
513730,413730,2011,7,Physical Activity
513731,413731,2011,5,Physical Activity
513732,413732,2015,10,Physical Activity
513733,413733,2015,5,Physical Activity
513734,413734,2013,9,Obesity / Weight Status
513735,413735,2012,2,Obesity / Weight Status
513736,413736,2012,5,Obesity / Weight Status
513737,413737,2015,10,Physical Activity
513738,413738,2011,6,Physical Activity
513739,413739,2015,9,Physical Activity
513740,413740,2013,12,Physical Activity
513741,413741,2011,10,Obesity / Weight Status
513742,413742,2015,12,Physical Activity
513743,413743,2013,4,Physical Activity
513744,413744,2015,9,Obesity / Weight Status
513745,413745,2013,4,Physical Activity
513746,413746,2012,4,Physical Activity
513747,413747,2014,9,Obesity / Weight Status
513748,413748,2015,1,Physical Activity
513749,413749,2014,3,Obesity / Weight Status
513750,413750,2012,3,Physical Activity
513751,413751,2014,4,Obesity / Weight Status
513752,413752,2013,12,Physical Activity
513753,413753,2013,5,Physical Activity
513754,413754,2015,10,Physical Activity
513755,413755,2013,2,Physical Activity
513756,413756,2015,1,Obesity / Weight Status
513757,413757,2013,7,Physical Activity
513758,413758,2011,7,Physical Activity
513759,413759,2011,9,Physical Activity
513760,413760,2015,3,Obesity / Weight Status
513761,413761,2012,9,Obesity / Weight Status
513762,413762,2015,6,Physical Activity
513763,413763,2011,4,Obesity / Weight Status
513764,413764,2011,3,Physical Activity
513765,413765,2015,9,Physical Activity
513766,413766,2011,3,Obesity / Weight Status
513767,413767,2011,11,Physical Activity
513768,413768,2011,8,Physical Activity
513769,413769,2013,11,Physical Activity
513770,413770,2011,12,Obesity / Weight Status
513771,413771,2015,8,Physical Activity
513772,413772,2014,2,Obesity / Weight Status
513773,413773,2015,11,Physical Activity
513774,413774,2013,11,Physical Activity
513775,413775,2015,7,Obesity / Weight Status
513776,413776,2012,3,Physical Activity
513777,413777,2015,10,Obesity / Weight Status
513778,413778,2013,5,Physical Activity
513779,413779,2011,1,Physical Activity
513780,413780,2013,9,Physical Activity
513781,413781,2015,7,Physical Activity
513782,413782,2015,2,Obesity / Weight Status
513783,413783,2015,10,Physical Activity
513784,413784,2015,10,Physical Activity
513785,413785,2011,8,Physical Activity
513786,413786,2011,3,Physical Activity
513787,413787,2012,7,Obesity / Weight Status
513788,413788,2013,12,Physical Activity
513789,413789,2013,12,Physical Activity
513790,413790,2013,1,Physical Activity
513791,413791,2013,11,Physical Activity
513792,413792,2013,7,Physical Activity
513793,413793,2015,5,Physical Activity
513794,413794,2011,1,Physical Activity
513795,413795,2015,12,Obesity / Weight Status
513796,413796,2014,4,Physical Activity
513797,413797,2015,6,Obesity / Weight Status
513798,413798,2013,2,Physical Activity
513799,413799,2014,1,Physical Activity
513800,413800,2012,4,Physical Activity
513801,413801,2013,5,Obesity / Weight Status
513802,413802,2013,10,Physical Activity
513803,413803,2011,11,Physical Activity
513804,413804,2011,7,Physical Activity
513805,413805,2014,4,Obesity / Weight Status
513806,413806,2011,4,Obesity / Weight Status
513807,413807,2011,3,Obesity / Weight Status
513808,413808,2012,2,Obesity / Weight Status
513809,413809,2013,1,Physical Activity
513810,413810,2015,1,Obesity / Weight Status
513811,413811,2015,11,Obesity / Weight Status
513812,413812,2011,4,Physical Activity
513813,413813,2013,5,Physical Activity
513814,413814,2013,5,Physical Activity
513815,413815,2015,11,Physical Activity
513816,413816,2014,6,Physical Activity
513817,413817,2012,1,Physical Activity
513818,413818,2013,12,Obesity / Weight Status
513819,413819,2014,8,Obesity / Weight Status
513820,413820,2015,8,Physical Activity
513821,413821,2013,1,Physical Activity
513822,413822,2014,9,Obesity / Weight Status
513823,413823,2013,7,Physical Activity
513824,413824,2015,2,Physical Activity
513825,413825,2013,2,Physical Activity
513826,413826,2014,7,Obesity / Weight Status
513827,413827,2015,11,Physical Activity
513828,413828,2014,7,Obesity / Weight Status
513829,413829,2011,7,Physical Activity
513830,413830,2013,2,Physical Activity
513831,413831,2011,4,Obesity / Weight Status
513832,413832,2014,4,Obesity / Weight Status
513833,413833,2013,3,Physical Activity
513834,413834,2015,10,Obesity / Weight Status
513835,413835,2012,11,Physical Activity
513836,413836,2012,6,Obesity / Weight Status
513837,413837,2014,9,Obesity / Weight Status
513838,413838,2015,10,Obesity / Weight Status
513839,413839,2011,11,Obesity / Weight Status
513840,413840,2011,3,Physical Activity
513841,413841,2013,2,Physical Activity
513842,413842,2012,5,Obesity / Weight Status
513843,413843,2013,3,Physical Activity
513844,413844,2015,4,Physical Activity
513845,413845,2015,9,Physical Activity
513846,413846,2015,1,Physical Activity
513847,413847,2015,5,Physical Activity
513848,413848,2011,5,Physical Activity
513849,413849,2012,7,Obesity / Weight Status
513850,413850,2011,4,Obesity / Weight Status
513851,413851,2011,5,Physical Activity
513852,413852,2011,12,Physical Activity
513853,413853,2012,4,Obesity / Weight Status
513854,413854,2013,1,Physical Activity
513855,413855,2015,6,Physical Activity
513856,413856,2015,8,Physical Activity
513857,413857,2011,10,Physical Activity
513858,413858,2013,7,Physical Activity
513859,413859,2011,12,Physical Activity
513860,413860,2012,6,Physical Activity
513861,413861,2011,8,Physical Activity
513862,413862,2014,8,Obesity / Weight Status
513863,413863,2013,8,Obesity / Weight Status
513864,413864,2015,10,Physical Activity
513865,413865,2011,9,Physical Activity
513866,413866,2015,8,Physical Activity
513867,413867,2012,1,Physical Activity
513868,413868,2011,2,Physical Activity
513869,413869,2011,9,Physical Activity
513870,413870,2014,6,Obesity / Weight Status
513871,413871,2013,9,Physical Activity
513872,413872,2015,6,Obesity / Weight Status
513873,413873,2012,7,Obesity / Weight Status
513874,413874,2015,10,Obesity / Weight Status
513875,413875,2011,4,Physical Activity
513876,413876,2013,8,Obesity / Weight Status
513877,413877,2011,11,Obesity / Weight Status
513878,413878,2013,2,Obesity / Weight Status
513879,413879,2011,11,Physical Activity
513880,413880,2012,10,Obesity / Weight Status
513881,413881,2013,11,Physical Activity
513882,413882,2011,9,Obesity / Weight Status
513883,413883,2013,1,Physical Activity
513884,413884,2011,3,Obesity / Weight Status
513885,413885,2014,12,Obesity / Weight Status
513886,413886,2014,7,Obesity / Weight Status
513887,413887,2015,7,Physical Activity
513888,413888,2013,1,Physical Activity
513889,413889,2013,11,Physical Activity
513890,413890,2012,4,Obesity / Weight Status
513891,413891,2011,5,Physical Activity
513892,413892,2013,1,Obesity / Weight Status
513893,413893,2012,2,Obesity / Weight Status
513894,413894,2012,6,Obesity / Weight Status
513895,413895,2011,7,Physical Activity
513896,413896,2014,2,Obesity / Weight Status
513897,413897,2012,12,Obesity / Weight Status
513898,413898,2015,12,Physical Activity
513899,413899,2015,7,Physical Activity
513900,413900,2015,1,Obesity / Weight Status
513901,413901,2011,4,Physical Activity
513902,413902,2015,5,Physical Activity
513903,413903,2013,8,Physical Activity
513904,413904,2011,2,Physical Activity
513905,413905,2013,2,Physical Activity
513906,413906,2015,5,Obesity / Weight Status
513907,413907,2013,8,Obesity / Weight Status
513908,413908,2014,10,Physical Activity
513909,413909,2013,10,Obesity / Weight Status
513910,413910,2013,12,Physical Activity
513911,413911,2013,3,Obesity / Weight Status
513912,413912,2012,10,Obesity / Weight Status
513913,413913,2013,11,Obesity / Weight Status
513914,413914,2015,1,Physical Activity
513915,413915,2011,9,Physical Activity
513916,413916,2013,2,Physical Activity
513917,413917,2013,5,Physical Activity
513918,413918,2014,4,Obesity / Weight Status
513919,413919,2012,11,Physical Activity
513920,413920,2013,3,Obesity / Weight Status
513921,413921,2015,5,Physical Activity
513922,413922,2011,6,Physical Activity
513923,413923,2013,10,Obesity / Weight Status
513924,413924,2013,8,Physical Activity
513925,413925,2015,10,Obesity / Weight Status
513926,413926,2011,7,Physical Activity
513927,413927,2014,9,Obesity / Weight Status
513928,413928,2012,8,Obesity / Weight Status
513929,413929,2013,3,Physical Activity
513930,413930,2013,9,Physical Activity
513931,413931,2014,12,Physical Activity
513932,413932,2014,5,Physical Activity
513933,413933,2013,5,Physical Activity
513934,413934,2015,10,Physical Activity
513935,413935,2014,12,Physical Activity
513936,413936,2012,8,Physical Activity
513937,413937,2015,4,Physical Activity
513938,413938,2015,8,Physical Activity
513939,413939,2012,8,Physical Activity
513940,413940,2013,9,Physical Activity
513941,413941,2015,10,Obesity / Weight Status
513942,413942,2013,1,Physical Activity
513943,413943,2014,12,Physical Activity
513944,413944,2014,10,Obesity / Weight Status
513945,413945,2013,9,Physical Activity
513946,413946,2011,12,Physical Activity
513947,413947,2013,5,Physical Activity
513948,413948,2014,5,Obesity / Weight Status
513949,413949,2013,12,Physical Activity
513950,413950,2013,9,Physical Activity
513951,413951,2012,6,Physical Activity
513952,413952,2015,6,Obesity / Weight Status
513953,413953,2013,12,Physical Activity
513954,413954,2013,11,Obesity / Weight Status
513955,413955,2012,12,Obesity / Weight Status
513956,413956,2013,12,Physical Activity
513957,413957,2013,10,Physical Activity
513958,413958,2011,7,Physical Activity
513959,413959,2015,4,Physical Activity
513960,413960,2011,11,Obesity / Weight Status
513961,413961,2012,2,Physical Activity
513962,413962,2015,6,Physical Activity
513963,413963,2014,12,Obesity / Weight Status
513964,413964,2013,3,Obesity / Weight Status
513965,413965,2011,9,Physical Activity
513966,413966,2012,10,Physical Activity
513967,413967,2011,7,Physical Activity
513968,413968,2011,1,Physical Activity
513969,413969,2013,11,Obesity / Weight Status
513970,413970,2011,4,Obesity / Weight Status
513971,413971,2011,7,Physical Activity
513972,413972,2012,1,Physical Activity
513973,413973,2012,2,Obesity / Weight Status
513974,413974,2014,5,Obesity / Weight Status
513975,413975,2013,8,Physical Activity
513976,413976,2011,11,Obesity / Weight Status
513977,413977,2013,6,Obesity / Weight Status
513978,413978,2014,3,Obesity / Weight Status
513979,413979,2011,12,Physical Activity
513980,413980,2015,3,Physical Activity
513981,413981,2015,12,Physical Activity
513982,413982,2011,6,Physical Activity
513983,413983,2013,3,Physical Activity
513984,413984,2015,5,Physical Activity
513985,413985,2011,10,Physical Activity
513986,413986,2013,5,Physical Activity
513987,413987,2012,11,Obesity / Weight Status
513988,413988,2015,12,Physical Activity
513989,413989,2014,1,Obesity / Weight Status
513990,413990,2014,1,Physical Activity
513991,413991,2011,12,Obesity / Weight Status
513992,413992,2011,7,Physical Activity
513993,413993,2011,9,Physical Activity
513994,413994,2012,2,Obesity / Weight Status
513995,413995,2013,5,Obesity / Weight Status
513996,413996,2011,8,Physical Activity
513997,413997,2015,6,Obesity / Weight Status
513998,413998,2014,12,Obesity / Weight Status
513999,413999,2012,9,Obesity / Weight Status
514000,414000,2011,5,Physical Activity
514001,414001,2015,2,Physical Activity
514002,414002,2013,9,Physical Activity
514003,414003,2011,2,Physical Activity
514004,414004,2015,1,Physical Activity
514005,414005,2013,6,Physical Activity
514006,414006,2013,1,Physical Activity
514007,414007,2011,3,Physical Activity
514008,414008,2013,1,Obesity / Weight Status
514009,414009,2012,7,Physical Activity
514010,414010,2015,8,Obesity / Weight Status
514011,414011,2013,11,Physical Activity
514012,414012,2011,3,Physical Activity
514013,414013,2011,6,Physical Activity
514014,414014,2015,7,Obesity / Weight Status
514015,414015,2015,12,Obesity / Weight Status
514016,414016,2011,8,Obesity / Weight Status
514017,414017,2011,2,Physical Activity
514018,414018,2011,3,Physical Activity
514019,414019,2015,4,Physical Activity
514020,414020,2012,1,Physical Activity
514021,414021,2014,10,Physical Activity
514022,414022,2011,12,Physical Activity
514023,414023,2012,8,Obesity / Weight Status
514024,414024,2015,9,Physical Activity
514025,414025,2011,3,Physical Activity
514026,414026,2011,7,Physical Activity
514027,414027,2015,8,Obesity / Weight Status
514028,414028,2015,7,Physical Activity
514029,414029,2013,1,Obesity / Weight Status
514030,414030,2015,2,Physical Activity
514031,414031,2015,1,Physical Activity
514032,414032,2013,3,Physical Activity
514033,414033,2012,12,Obesity / Weight Status
514034,414034,2015,3,Physical Activity
514035,414035,2011,2,Obesity / Weight Status
514036,414036,2015,3,Physical Activity
514037,414037,2013,9,Physical Activity
514038,414038,2013,3,Physical Activity
514039,414039,2015,1,Physical Activity
514040,414040,2015,3,Physical Activity
514041,414041,2011,8,Physical Activity
514042,414042,2013,2,Obesity / Weight Status
514043,414043,2015,5,Physical Activity
514044,414044,2013,12,Physical Activity
514045,414045,2013,2,Obesity / Weight Status
514046,414046,2011,5,Physical Activity
514047,414047,2012,5,Obesity / Weight Status
514048,414048,2013,6,Physical Activity
514049,414049,2015,9,Physical Activity
514050,414050,2013,5,Physical Activity
514051,414051,2013,7,Physical Activity
514052,414052,2011,7,Physical Activity
514053,414053,2014,9,Obesity / Weight Status
514054,414054,2015,4,Obesity / Weight Status
514055,414055,2013,3,Physical Activity
514056,414056,2013,11,Physical Activity
514057,414057,2015,4,Physical Activity
514058,414058,2012,6,Physical Activity
514059,414059,2012,9,Physical Activity
514060,414060,2015,12,Obesity / Weight Status
514061,414061,2013,5,Physical Activity
514062,414062,2015,11,Physical Activity
514063,414063,2014,3,Physical Activity
514064,414064,2013,4,Physical Activity
514065,414065,2015,7,Physical Activity
514066,414066,2013,2,Physical Activity
514067,414067,2015,3,Physical Activity
514068,414068,2011,5,Obesity / Weight Status
514069,414069,2013,1,Obesity / Weight Status
514070,414070,2015,2,Physical Activity
514071,414071,2011,4,Physical Activity
514072,414072,2013,12,Obesity / Weight Status
514073,414073,2014,9,Obesity / Weight Status
514074,414074,2015,12,Physical Activity
514075,414075,2015,5,Physical Activity
514076,414076,2012,9,Obesity / Weight Status
514077,414077,2011,8,Physical Activity
514078,414078,2012,3,Obesity / Weight Status
514079,414079,2014,6,Obesity / Weight Status
514080,414080,2012,11,Obesity / Weight Status
514081,414081,2015,12,Physical Activity
514082,414082,2011,2,Physical Activity
514083,414083,2013,8,Obesity / Weight Status
514084,414084,2013,6,Physical Activity
514085,414085,2013,2,Obesity / Weight Status
514086,414086,2012,12,Physical Activity
514087,414087,2011,12,Physical Activity
514088,414088,2013,10,Obesity / Weight Status
514089,414089,2013,7,Obesity / Weight Status
514090,414090,2012,3,Obesity / Weight Status
514091,414091,2011,7,Physical Activity
514092,414092,2014,2,Physical Activity
514093,414093,2012,12,Obesity / Weight Status
514094,414094,2014,11,Obesity / Weight Status
514095,414095,2015,10,Obesity / Weight Status
514096,414096,2015,10,Physical Activity
514097,414097,2013,10,Obesity / Weight Status
514098,414098,2011,1,Physical Activity
514099,414099,2011,10,Physical Activity
514100,414100,2013,9,Physical Activity
514101,414101,2013,12,Obesity / Weight Status
514102,414102,2015,10,Obesity / Weight Status
514103,414103,2011,12,Physical Activity
514104,414104,2011,5,Physical Activity
514105,414105,2012,12,Obesity / Weight Status
514106,414106,2015,6,Obesity / Weight Status
514107,414107,2013,4,Obesity / Weight Status
514108,414108,2015,11,Obesity / Weight Status
514109,414109,2013,8,Physical Activity
514110,414110,2015,11,Obesity / Weight Status
514111,414111,2013,4,Obesity / Weight Status
514112,414112,2011,6,Obesity / Weight Status
514113,414113,2013,1,Physical Activity
514114,414114,2014,12,Physical Activity
514115,414115,2015,5,Physical Activity
514116,414116,2011,7,Obesity / Weight Status
514117,414117,2014,6,Obesity / Weight Status
514118,414118,2015,3,Obesity / Weight Status
514119,414119,2011,7,Obesity / Weight Status
514120,414120,2011,12,Physical Activity
514121,414121,2014,3,Physical Activity
514122,414122,2012,4,Obesity / Weight Status
514123,414123,2011,7,Physical Activity
514124,414124,2013,4,Physical Activity
514125,414125,2012,10,Obesity / Weight Status
514126,414126,2015,10,Obesity / Weight Status
514127,414127,2011,6,Physical Activity
514128,414128,2013,12,Physical Activity
514129,414129,2011,9,Physical Activity
514130,414130,2013,10,Physical Activity
514131,414131,2015,5,Physical Activity
514132,414132,2015,3,Physical Activity
514133,414133,2011,11,Physical Activity
514134,414134,2011,4,Physical Activity
514135,414135,2013,9,Physical Activity
514136,414136,2015,1,Physical Activity
514137,414137,2015,3,Physical Activity
514138,414138,2011,7,Obesity / Weight Status
514139,414139,2013,1,Physical Activity
514140,414140,2013,1,Physical Activity
514141,414141,2015,8,Physical Activity
514142,414142,2013,7,Obesity / Weight Status
514143,414143,2013,1,Physical Activity
514144,414144,2013,3,Obesity / Weight Status
514145,414145,2013,9,Obesity / Weight Status
514146,414146,2012,10,Obesity / Weight Status
514147,414147,2014,8,Physical Activity
514148,414148,2015,2,Physical Activity
514149,414149,2014,7,Obesity / Weight Status
514150,414150,2015,1,Obesity / Weight Status
514151,414151,2015,5,Physical Activity
514152,414152,2011,12,Obesity / Weight Status
514153,414153,2011,9,Physical Activity
514154,414154,2013,1,Obesity / Weight Status
514155,414155,2014,10,Physical Activity
514156,414156,2014,5,Obesity / Weight Status
514157,414157,2012,11,Obesity / Weight Status
514158,414158,2011,8,Physical Activity
514159,414159,2013,2,Obesity / Weight Status
514160,414160,2013,9,Physical Activity
514161,414161,2015,12,Physical Activity
514162,414162,2014,7,Physical Activity
514163,414163,2013,4,Physical Activity
514164,414164,2011,1,Physical Activity
514165,414165,2011,10,Physical Activity
514166,414166,2015,3,Obesity / Weight Status
514167,414167,2013,2,Physical Activity
514168,414168,2015,11,Physical Activity
514169,414169,2015,8,Physical Activity
514170,414170,2015,2,Physical Activity
514171,414171,2015,3,Physical Activity
514172,414172,2013,2,Obesity / Weight Status
514173,414173,2015,6,Physical Activity
514174,414174,2011,4,Physical Activity
514175,414175,2015,4,Physical Activity
514176,414176,2011,6,Physical Activity
514177,414177,2015,6,Physical Activity
514178,414178,2015,5,Obesity / Weight Status
514179,414179,2015,5,Physical Activity
514180,414180,2012,7,Obesity / Weight Status
514181,414181,2011,8,Obesity / Weight Status
514182,414182,2012,3,Physical Activity
514183,414183,2015,3,Physical Activity
514184,414184,2013,4,Physical Activity
514185,414185,2014,12,Physical Activity
514186,414186,2012,11,Physical Activity
514187,414187,2013,12,Physical Activity
514188,414188,2011,8,Obesity / Weight Status
514189,414189,2013,10,Obesity / Weight Status
514190,414190,2015,7,Physical Activity
514191,414191,2013,6,Obesity / Weight Status
514192,414192,2013,7,Obesity / Weight Status
514193,414193,2011,7,Obesity / Weight Status
514194,414194,2013,8,Obesity / Weight Status
514195,414195,2015,4,Physical Activity
514196,414196,2015,1,Physical Activity
514197,414197,2015,4,Physical Activity
514198,414198,2011,11,Obesity / Weight Status
514199,414199,2013,5,Obesity / Weight Status
514200,414200,2013,10,Physical Activity
514201,414201,2012,4,Obesity / Weight Status
514202,414202,2015,6,Physical Activity
514203,414203,2013,2,Physical Activity
514204,414204,2011,6,Physical Activity
514205,414205,2015,5,Obesity / Weight Status
514206,414206,2015,9,Physical Activity
514207,414207,2011,12,Physical Activity
514208,414208,2012,12,Obesity / Weight Status
514209,414209,2014,4,Obesity / Weight Status
514210,414210,2015,2,Obesity / Weight Status
514211,414211,2014,2,Obesity / Weight Status
514212,414212,2015,4,Obesity / Weight Status
514213,414213,2015,6,Physical Activity
514214,414214,2011,11,Physical Activity
514215,414215,2015,2,Physical Activity
514216,414216,2015,12,Physical Activity
514217,414217,2011,4,Physical Activity
514218,414218,2015,3,Physical Activity
514219,414219,2011,10,Physical Activity
514220,414220,2014,6,Obesity / Weight Status
514221,414221,2015,4,Obesity / Weight Status
514222,414222,2011,12,Physical Activity
514223,414223,2011,11,Physical Activity
514224,414224,2011,12,Physical Activity
514225,414225,2013,6,Physical Activity
514226,414226,2015,5,Physical Activity
514227,414227,2011,2,Physical Activity
514228,414228,2013,8,Physical Activity
514229,414229,2015,1,Physical Activity
514230,414230,2015,7,Obesity / Weight Status
514231,414231,2012,3,Obesity / Weight Status
514232,414232,2011,12,Physical Activity
514233,414233,2013,10,Physical Activity
514234,414234,2013,6,Physical Activity
514235,414235,2015,1,Obesity / Weight Status
514236,414236,2015,11,Physical Activity
514237,414237,2013,6,Physical Activity
514238,414238,2014,3,Obesity / Weight Status
514239,414239,2013,1,Physical Activity
514240,414240,2013,7,Physical Activity
514241,414241,2012,1,Physical Activity
514242,414242,2013,10,Physical Activity
514243,414243,2013,8,Physical Activity
514244,414244,2015,6,Physical Activity
514245,414245,2011,9,Physical Activity
514246,414246,2014,7,Physical Activity
514247,414247,2011,11,Physical Activity
514248,414248,2015,10,Physical Activity
514249,414249,2014,7,Obesity / Weight Status
514250,414250,2012,10,Obesity / Weight Status
514251,414251,2013,2,Physical Activity
514252,414252,2015,4,Physical Activity
514253,414253,2013,7,Physical Activity
514254,414254,2015,8,Physical Activity
514255,414255,2014,7,Obesity / Weight Status
514256,414256,2011,7,Physical Activity
514257,414257,2015,11,Physical Activity
514258,414258,2013,5,Physical Activity
514259,414259,2014,2,Obesity / Weight Status
514260,414260,2011,11,Physical Activity
514261,414261,2014,4,Obesity / Weight Status
514262,414262,2011,2,Obesity / Weight Status
514263,414263,2015,11,Physical Activity
514264,414264,2013,9,Obesity / Weight Status
514265,414265,2015,8,Obesity / Weight Status
514266,414266,2014,9,Obesity / Weight Status
514267,414267,2013,12,Physical Activity
514268,414268,2015,4,Physical Activity
514269,414269,2012,2,Obesity / Weight Status
514270,414270,2015,8,Physical Activity
514271,414271,2011,8,Physical Activity
514272,414272,2013,8,Physical Activity
514273,414273,2015,8,Physical Activity
514274,414274,2011,3,Physical Activity
514275,414275,2012,7,Obesity / Weight Status
514276,414276,2015,1,Physical Activity
514277,414277,2015,5,Obesity / Weight Status
514278,414278,2013,7,Physical Activity
514279,414279,2015,7,Physical Activity
514280,414280,2015,10,Physical Activity
514281,414281,2015,8,Physical Activity
514282,414282,2015,5,Obesity / Weight Status
514283,414283,2011,8,Physical Activity
514284,414284,2013,7,Obesity / Weight Status
514285,414285,2015,6,Physical Activity
514286,414286,2015,11,Obesity / Weight Status
514287,414287,2015,6,Physical Activity
514288,414288,2014,9,Obesity / Weight Status
514289,414289,2011,4,Physical Activity
514290,414290,2015,7,Physical Activity
514291,414291,2011,10,Physical Activity
514292,414292,2013,6,Physical Activity
514293,414293,2015,6,Physical Activity
514294,414294,2012,8,Obesity / Weight Status
514295,414295,2014,3,Obesity / Weight Status
514296,414296,2012,8,Obesity / Weight Status
514297,414297,2013,6,Obesity / Weight Status
514298,414298,2015,9,Physical Activity
514299,414299,2013,7,Obesity / Weight Status
514300,414300,2013,7,Physical Activity
514301,414301,2011,2,Physical Activity
514302,414302,2011,5,Physical Activity
514303,414303,2011,5,Obesity / Weight Status
514304,414304,2011,3,Physical Activity
514305,414305,2011,10,Obesity / Weight Status
514306,414306,2011,2,Physical Activity
514307,414307,2015,10,Physical Activity
514308,414308,2015,6,Obesity / Weight Status
514309,414309,2011,10,Physical Activity
514310,414310,2015,1,Physical Activity
514311,414311,2013,1,Physical Activity
514312,414312,2011,11,Obesity / Weight Status
514313,414313,2013,11,Physical Activity
514314,414314,2015,5,Physical Activity
514315,414315,2012,2,Obesity / Weight Status
514316,414316,2011,5,Physical Activity
514317,414317,2011,3,Obesity / Weight Status
514318,414318,2012,10,Obesity / Weight Status
514319,414319,2015,3,Physical Activity
514320,414320,2014,12,Obesity / Weight Status
514321,414321,2013,3,Obesity / Weight Status
514322,414322,2013,10,Physical Activity
514323,414323,2013,3,Obesity / Weight Status
514324,414324,2012,4,Obesity / Weight Status
514325,414325,2011,1,Physical Activity
514326,414326,2011,7,Physical Activity
514327,414327,2011,3,Physical Activity
514328,414328,2011,9,Physical Activity
514329,414329,2015,10,Obesity / Weight Status
514330,414330,2013,11,Obesity / Weight Status
514331,414331,2013,11,Physical Activity
514332,414332,2013,5,Physical Activity
514333,414333,2011,4,Obesity / Weight Status
514334,414334,2013,9,Physical Activity
514335,414335,2011,8,Physical Activity
514336,414336,2015,4,Physical Activity
514337,414337,2011,8,Physical Activity
514338,414338,2011,11,Obesity / Weight Status
514339,414339,2011,12,Physical Activity
514340,414340,2013,10,Physical Activity
514341,414341,2011,9,Obesity / Weight Status
514342,414342,2014,1,Obesity / Weight Status
514343,414343,2014,4,Physical Activity
514344,414344,2013,6,Physical Activity
514345,414345,2011,10,Physical Activity
514346,414346,2013,1,Physical Activity
514347,414347,2014,6,Obesity / Weight Status
514348,414348,2011,4,Physical Activity
514349,414349,2013,12,Physical Activity
514350,414350,2015,2,Physical Activity
514351,414351,2013,8,Physical Activity
514352,414352,2011,9,Physical Activity
514353,414353,2015,10,Physical Activity
