Activity_ID,P_ID,Duration,Activity_Type,Frequency
60332,10432,Upto 450,Everything,7
60333,10433,Upto 275,Cross Fit / Calisthenics,5
60334,10434,Upto 45,Cardio,1
60335,10435,Upto 80,Running,2
60336,10436,Upto 450,Everything,7
60337,10437,Upto 175,Power Lifter,3
60338,10438,Upto 175,Power Lifter,3
60339,10439,Upto 450,Everything,7
60340,10440,Upto 450,Everything,7
60341,10441,Upto 215,Muscle Training,4
60342,10442,Upto 45,Cardio,1
60343,10443,Upto 175,Power Lifter,3
60344,10444,Upto 45,Cardio,1
60345,10445,Upto 275,Cross Fit / Calisthenics,5
60346,10446,Upto 175,Power Lifter,3
60347,10447,Upto 80,Running,2
60348,10448,Upto 175,Power Lifter,3
60349,10449,Upto 80,Running,2
60350,10450,Upto 80,Running,2
60351,10451,Upto 450,Everything,7
60352,10452,Upto 45,Cardio,1
60353,10453,Upto 175,Power Lifter,3
60354,10454,Upto 275,Cross Fit / Calisthenics,5
60355,10455,Upto 175,Power Lifter,3
60356,10456,Upto 300,HIT,6
60357,10457,Upto 275,Cross Fit / Calisthenics,5
60358,10458,Upto 215,Muscle Training,4
60359,10459,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60360,10460,Upto 300,HIT,6
60361,10461,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60362,10462,Upto 275,Cross Fit / Calisthenics,5
60363,10463,Upto 300,HIT,6
60364,10464,Upto 215,Muscle Training,4
60365,10465,Upto 450,Everything,7
60366,10466,Upto 175,Power Lifter,3
60367,10467,Upto 450,Everything,7
60368,10468,Upto 80,Running,2
60369,10469,Upto 215,Muscle Training,4
60370,10470,Upto 300,HIT,6
60371,10471,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60372,10472,Upto 450,Everything,7
60373,10473,Upto 215,Muscle Training,4
60374,10474,Upto 175,Power Lifter,3
60375,10475,Upto 175,Power Lifter,3
60376,10476,Upto 300,HIT,6
60377,10477,Upto 45,Cardio,1
60378,10478,Upto 275,Cross Fit / Calisthenics,5
60379,10479,Upto 450,Everything,7
60380,10480,Upto 275,Cross Fit / Calisthenics,5
60381,10481,Upto 175,Power Lifter,3
60382,10482,Upto 45,Cardio,1
60383,10483,Upto 300,HIT,6
60384,10484,Upto 45,Cardio,1
60385,10485,Upto 80,Running,2
60386,10486,Upto 215,Muscle Training,4
60387,10487,Upto 275,Cross Fit / Calisthenics,5
60388,10488,Upto 215,Muscle Training,4
60389,10489,Upto 450,Everything,7
60390,10490,Upto 45,Cardio,1
60391,10491,Upto 175,Power Lifter,3
60392,10492,Upto 45,Cardio,1
60393,10493,Upto 45,Cardio,1
60394,10494,Upto 80,Running,2
60395,10495,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60396,10496,Upto 45,Cardio,1
60397,10497,Upto 275,Cross Fit / Calisthenics,5
60398,10498,Upto 175,Power Lifter,3
60399,10499,Upto 450,Everything,7
60400,10500,Upto 215,Muscle Training,4
60401,10501,Upto 175,Power Lifter,3
60402,10502,Upto 215,Muscle Training,4
60403,10503,Upto 175,Power Lifter,3
60404,10504,Upto 215,Muscle Training,4
60405,10505,Upto 450,Everything,7
60406,10506,Upto 45,Cardio,1
60407,10507,Upto 300,HIT,6
60408,10508,Upto 45,Cardio,1
60409,10509,Upto 215,Muscle Training,4
60410,10510,Upto 80,Running,2
60411,10511,Upto 45,Cardio,1
60412,10512,Upto 300,HIT,6
60413,10513,Upto 275,Cross Fit / Calisthenics,5
60414,10514,Upto 215,Muscle Training,4
60415,10515,Upto 300,HIT,6
60416,10516,Upto 450,Everything,7
60417,10517,Upto 300,HIT,6
60418,10518,Upto 450,Everything,7
60419,10519,Upto 300,HIT,6
60420,10520,Upto 275,Cross Fit / Calisthenics,5
60421,10521,Upto 80,Running,2
60422,10522,Upto 45,Cardio,1
60423,10523,Upto 175,Power Lifter,3
60424,10524,Upto 275,Cross Fit / Calisthenics,5
60425,10525,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60426,10526,Upto 45,Cardio,1
60427,10527,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60428,10528,Upto 215,Muscle Training,4
60429,10529,Upto 450,Everything,7
60430,10530,Upto 215,Muscle Training,4
60431,10531,Upto 45,Cardio,1
60432,10532,Upto 275,Cross Fit / Calisthenics,5
60433,10533,Upto 175,Power Lifter,3
60434,10534,Upto 175,Power Lifter,3
60435,10535,Upto 215,Muscle Training,4
60436,10536,Upto 80,Running,2
60437,10537,Upto 450,Everything,7
60438,10538,Upto 175,Power Lifter,3
60439,10539,Upto 215,Muscle Training,4
60440,10540,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60441,10541,Upto 450,Everything,7
60442,10542,Upto 175,Power Lifter,3
60443,10543,Upto 275,Cross Fit / Calisthenics,5
60444,10544,Upto 80,Running,2
60445,10545,Upto 175,Power Lifter,3
60446,10546,Upto 275,Cross Fit / Calisthenics,5
60447,10547,Upto 450,Everything,7
60448,10548,Upto 215,Muscle Training,4
60449,10549,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60450,10550,Upto 215,Muscle Training,4
60451,10551,Upto 300,HIT,6
60452,10552,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60453,10553,Upto 300,HIT,6
60454,10554,Upto 215,Muscle Training,4
60455,10555,Upto 80,Running,2
60456,10556,Upto 215,Muscle Training,4
60457,10557,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60458,10558,Upto 80,Running,2
60459,10559,Upto 215,Muscle Training,4
60460,10560,Upto 450,Everything,7
60461,10561,Upto 45,Cardio,1
60462,10562,Upto 215,Muscle Training,4
60463,10563,Upto 80,Running,2
60464,10564,Upto 275,Cross Fit / Calisthenics,5
60465,10565,Upto 450,Everything,7
60466,10566,Upto 300,HIT,6
60467,10567,Upto 45,Cardio,1
60468,10568,Upto 175,Power Lifter,3
60469,10569,Upto 275,Cross Fit / Calisthenics,5
60470,10570,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60471,10571,Upto 450,Everything,7
60472,10572,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60473,10573,Upto 215,Muscle Training,4
60474,10574,Upto 215,Muscle Training,4
60475,10575,Upto 175,Power Lifter,3
60476,10576,Upto 45,Cardio,1
60477,10577,Upto 215,Muscle Training,4
60478,10578,Upto 175,Power Lifter,3
60479,10579,Upto 175,Power Lifter,3
60480,10580,Upto 275,Cross Fit / Calisthenics,5
60481,10581,Upto 450,Everything,7
60482,10582,Upto 80,Running,2
60483,10583,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60484,10584,Upto 80,Running,2
60485,10585,Upto 45,Cardio,1
60486,10586,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60487,10587,Upto 275,Cross Fit / Calisthenics,5
60488,10588,Upto 275,Cross Fit / Calisthenics,5
60489,10589,Upto 45,Cardio,1
60490,10590,Upto 450,Everything,7
60491,10591,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60492,10592,Upto 215,Muscle Training,4
60493,10593,Upto 175,Power Lifter,3
60494,10594,Upto 450,Everything,7
60495,10595,Upto 80,Running,2
60496,10596,Upto 175,Power Lifter,3
60497,10597,Upto 80,Running,2
60498,10598,Upto 450,Everything,7
60499,10599,Upto 215,Muscle Training,4
60500,10600,Upto 450,Everything,7
60501,10601,Upto 275,Cross Fit / Calisthenics,5
60502,10602,Upto 80,Running,2
60503,10603,Upto 45,Cardio,1
60504,10604,Upto 215,Muscle Training,4
60505,10605,Upto 80,Running,2
60506,10606,Upto 275,Cross Fit / Calisthenics,5
60507,10607,Upto 45,Cardio,1
60508,10608,Upto 80,Running,2
60509,10609,Upto 175,Power Lifter,3
60510,10610,Upto 275,Cross Fit / Calisthenics,5
60511,10611,Upto 275,Cross Fit / Calisthenics,5
60512,10612,Upto 175,Power Lifter,3
60513,10613,Upto 80,Running,2
60514,10614,Upto 450,Everything,7
60515,10615,Upto 215,Muscle Training,4
60516,10616,Upto 275,Cross Fit / Calisthenics,5
60517,10617,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60518,10618,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60519,10619,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60520,10620,Upto 275,Cross Fit / Calisthenics,5
60521,10621,Upto 175,Power Lifter,3
60522,10622,Upto 450,Everything,7
60523,10623,Upto 300,HIT,6
60524,10624,Upto 45,Cardio,1
60525,10625,Upto 215,Muscle Training,4
60526,10626,Upto 275,Cross Fit / Calisthenics,5
60527,10627,Upto 175,Power Lifter,3
60528,10628,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60529,10629,Upto 300,HIT,6
60530,10630,Upto 80,Running,2
60531,10631,Upto 450,Everything,7
60532,10632,Upto 300,HIT,6
60533,10633,Upto 45,Cardio,1
60534,10634,Upto 300,HIT,6
60535,10635,Upto 80,Running,2
60536,10636,Upto 450,Everything,7
60537,10637,Upto 80,Running,2
60538,10638,Upto 275,Cross Fit / Calisthenics,5
60539,10639,Upto 80,Running,2
60540,10640,Upto 275,Cross Fit / Calisthenics,5
60541,10641,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60542,10642,Upto 175,Power Lifter,3
60543,10643,Upto 300,HIT,6
60544,10644,Upto 45,Cardio,1
60545,10645,Upto 215,Muscle Training,4
60546,10646,Upto 175,Power Lifter,3
60547,10647,Upto 300,HIT,6
60548,10648,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60549,10649,Upto 45,Cardio,1
60550,10650,Upto 45,Cardio,1
60551,10651,Upto 450,Everything,7
60552,10652,Upto 450,Everything,7
60553,10653,Upto 80,Running,2
60554,10654,Upto 300,HIT,6
60555,10655,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60556,10656,Upto 450,Everything,7
60557,10657,Upto 175,Power Lifter,3
60558,10658,Upto 215,Muscle Training,4
60559,10659,Upto 275,Cross Fit / Calisthenics,5
60560,10660,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60561,10661,Upto 275,Cross Fit / Calisthenics,5
60562,10662,Upto 275,Cross Fit / Calisthenics,5
60563,10663,Upto 215,Muscle Training,4
60564,10664,Upto 300,HIT,6
60565,10665,Upto 450,Everything,7
60566,10666,Upto 215,Muscle Training,4
60567,10667,Upto 300,HIT,6
60568,10668,Upto 80,Running,2
60569,10669,Upto 275,Cross Fit / Calisthenics,5
60570,10670,Upto 215,Muscle Training,4
60571,10671,Upto 45,Cardio,1
60572,10672,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60573,10673,Upto 80,Running,2
60574,10674,Upto 275,Cross Fit / Calisthenics,5
60575,10675,Upto 215,Muscle Training,4
60576,10676,Upto 45,Cardio,1
60577,10677,Upto 450,Everything,7
60578,10678,Upto 215,Muscle Training,4
60579,10679,Upto 45,Cardio,1
60580,10680,Upto 175,Power Lifter,3
60581,10681,Upto 80,Running,2
60582,10682,Upto 175,Power Lifter,3
60583,10683,Upto 80,Running,2
60584,10684,Upto 175,Power Lifter,3
60585,10685,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60586,10686,Upto 275,Cross Fit / Calisthenics,5
60587,10687,Upto 275,Cross Fit / Calisthenics,5
60588,10688,Upto 175,Power Lifter,3
60589,10689,Upto 80,Running,2
60590,10690,Upto 300,HIT,6
60591,10691,Upto 450,Everything,7
60592,10692,Upto 45,Cardio,1
60593,10693,Upto 175,Power Lifter,3
60594,10694,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60595,10695,Upto 80,Running,2
60596,10696,Upto 300,HIT,6
60597,10697,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60598,10698,Upto 80,Running,2
60599,10699,Upto 275,Cross Fit / Calisthenics,5
60600,10700,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60601,10701,Upto 300,HIT,6
60602,10702,Upto 45,Cardio,1
60603,10703,Upto 275,Cross Fit / Calisthenics,5
60604,10704,Upto 175,Power Lifter,3
60605,10705,Upto 215,Muscle Training,4
60606,10706,Upto 45,Cardio,1
60607,10707,Upto 450,Everything,7
60608,10708,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60609,10709,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60610,10710,Upto 215,Muscle Training,4
60611,10711,Upto 450,Everything,7
60612,10712,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60613,10713,Upto 300,HIT,6
60614,10714,Upto 45,Cardio,1
60615,10715,Upto 275,Cross Fit / Calisthenics,5
60616,10716,Upto 450,Everything,7
60617,10717,Upto 80,Running,2
60618,10718,Upto 45,Cardio,1
60619,10719,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60620,10720,Upto 275,Cross Fit / Calisthenics,5
60621,10721,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60622,10722,Upto 450,Everything,7
60623,10723,Upto 80,Running,2
60624,10724,Upto 175,Power Lifter,3
60625,10725,Upto 275,Cross Fit / Calisthenics,5
60626,10726,Upto 450,Everything,7
60627,10727,Upto 45,Cardio,1
60628,10728,Upto 45,Cardio,1
60629,10729,Upto 175,Power Lifter,3
60630,10730,Upto 215,Muscle Training,4
60631,10731,Upto 45,Cardio,1
60632,10732,Upto 45,Cardio,1
60633,10733,Upto 45,Cardio,1
60634,10734,Upto 215,Muscle Training,4
60635,10735,Upto 45,Cardio,1
60636,10736,Upto 80,Running,2
60637,10737,Upto 45,Cardio,1
60638,10738,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60639,10739,Upto 450,Everything,7
60640,10740,Upto 450,Everything,7
60641,10741,Upto 175,Power Lifter,3
60642,10742,Upto 215,Muscle Training,4
60643,10743,Upto 45,Cardio,1
60644,10744,Upto 45,Cardio,1
60645,10745,Upto 80,Running,2
60646,10746,Upto 300,HIT,6
60647,10747,Upto 215,Muscle Training,4
60648,10748,Upto 175,Power Lifter,3
60649,10749,Upto 300,HIT,6
60650,10750,Upto 275,Cross Fit / Calisthenics,5
60651,10751,Upto 215,Muscle Training,4
60652,10752,Upto 450,Everything,7
60653,10753,Upto 450,Everything,7
60654,10754,Upto 275,Cross Fit / Calisthenics,5
60655,10755,Upto 300,HIT,6
60656,10756,Upto 80,Running,2
60657,10757,Upto 300,HIT,6
60658,10758,Upto 300,HIT,6
60659,10759,Upto 80,Running,2
60660,10760,Upto 215,Muscle Training,4
60661,10761,Upto 45,Cardio,1
60662,10762,Upto 215,Muscle Training,4
60663,10763,Upto 300,HIT,6
60664,10764,Upto 300,HIT,6
60665,10765,Upto 45,Cardio,1
60666,10766,Upto 450,Everything,7
60667,10767,Upto 45,Cardio,1
60668,10768,Upto 175,Power Lifter,3
60669,10769,Upto 175,Power Lifter,3
60670,10770,Upto 275,Cross Fit / Calisthenics,5
60671,10771,Upto 275,Cross Fit / Calisthenics,5
60672,10772,Upto 80,Running,2
60673,10773,Upto 80,Running,2
60674,10774,Upto 450,Everything,7
60675,10775,Upto 300,HIT,6
60676,10776,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60677,10777,Upto 215,Muscle Training,4
60678,10778,Upto 45,Cardio,1
60679,10779,Upto 450,Everything,7
60680,10780,Upto 215,Muscle Training,4
60681,10781,Upto 300,HIT,6
60682,10782,Upto 215,Muscle Training,4
60683,10783,Upto 215,Muscle Training,4
60684,10784,Upto 450,Everything,7
60685,10785,Upto 450,Everything,7
60686,10786,Upto 215,Muscle Training,4
60687,10787,Upto 175,Power Lifter,3
60688,10788,Upto 275,Cross Fit / Calisthenics,5
60689,10789,Upto 300,HIT,6
60690,10790,Upto 300,HIT,6
60691,10791,Upto 175,Power Lifter,3
60692,10792,Upto 215,Muscle Training,4
60693,10793,Upto 80,Running,2
60694,10794,Upto 450,Everything,7
60695,10795,Upto 215,Muscle Training,4
60696,10796,Upto 80,Running,2
60697,10797,Upto 80,Running,2
60698,10798,Upto 300,HIT,6
60699,10799,Upto 215,Muscle Training,4
60700,10800,Upto 45,Cardio,1
60701,10801,Upto 450,Everything,7
60702,10802,Upto 80,Running,2
60703,10803,Upto 300,HIT,6
60704,10804,Upto 45,Cardio,1
60705,10805,Upto 450,Everything,7
60706,10806,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60707,10807,Upto 175,Power Lifter,3
60708,10808,Upto 275,Cross Fit / Calisthenics,5
60709,10809,Upto 215,Muscle Training,4
60710,10810,Upto 45,Cardio,1
60711,10811,Upto 80,Running,2
60712,10812,Upto 275,Cross Fit / Calisthenics,5
60713,10813,Upto 45,Cardio,1
60714,10814,Upto 300,HIT,6
60715,10815,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60716,10816,Upto 300,HIT,6
60717,10817,Upto 175,Power Lifter,3
60718,10818,Upto 80,Running,2
60719,10819,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60720,10820,Upto 300,HIT,6
60721,10821,Upto 45,Cardio,1
60722,10822,Upto 175,Power Lifter,3
60723,10823,Upto 215,Muscle Training,4
60724,10824,Upto 215,Muscle Training,4
60725,10825,Upto 175,Power Lifter,3
60726,10826,Upto 300,HIT,6
60727,10827,Upto 80,Running,2
60728,10828,Upto 80,Running,2
60729,10829,Upto 175,Power Lifter,3
60730,10830,Upto 80,Running,2
60731,10831,Upto 215,Muscle Training,4
60732,10832,Upto 80,Running,2
60733,10833,Upto 215,Muscle Training,4
60734,10834,Upto 80,Running,2
60735,10835,Upto 80,Running,2
60736,10836,Upto 450,Everything,7
60737,10837,Upto 300,HIT,6
60738,10838,Upto 45,Cardio,1
60739,10839,Upto 300,HIT,6
60740,10840,Upto 80,Running,2
60741,10841,Upto 275,Cross Fit / Calisthenics,5
60742,10842,Upto 450,Everything,7
60743,10843,Upto 300,HIT,6
60744,10844,Upto 215,Muscle Training,4
60745,10845,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60746,10846,Upto 45,Cardio,1
60747,10847,Upto 300,HIT,6
60748,10848,Upto 215,Muscle Training,4
60749,10849,Upto 275,Cross Fit / Calisthenics,5
60750,10850,Upto 450,Everything,7
60751,10851,Upto 215,Muscle Training,4
60752,10852,Upto 80,Running,2
60753,10853,Upto 215,Muscle Training,4
60754,10854,Upto 300,HIT,6
60755,10855,Upto 450,Everything,7
60756,10856,Upto 300,HIT,6
60757,10857,Upto 215,Muscle Training,4
60758,10858,Upto 175,Power Lifter,3
60759,10859,Upto 300,HIT,6
60760,10860,Upto 275,Cross Fit / Calisthenics,5
60761,10861,Upto 80,Running,2
60762,10862,Upto 215,Muscle Training,4
60763,10863,Upto 80,Running,2
60764,10864,Upto 215,Muscle Training,4
60765,10865,Upto 80,Running,2
60766,10866,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60767,10867,Upto 175,Power Lifter,3
60768,10868,Upto 175,Power Lifter,3
60769,10869,Upto 80,Running,2
60770,10870,Upto 45,Cardio,1
60771,10871,Upto 450,Everything,7
60772,10872,Upto 450,Everything,7
60773,10873,Upto 175,Power Lifter,3
60774,10874,Upto 175,Power Lifter,3
60775,10875,Upto 275,Cross Fit / Calisthenics,5
60776,10876,Upto 215,Muscle Training,4
60777,10877,Upto 80,Running,2
60778,10878,Upto 45,Cardio,1
60779,10879,Upto 275,Cross Fit / Calisthenics,5
60780,10880,Upto 450,Everything,7
60781,10881,Upto 80,Running,2
60782,10882,Upto 450,Everything,7
60783,10883,Upto 215,Muscle Training,4
60784,10884,Upto 80,Running,2
60785,10885,Upto 275,Cross Fit / Calisthenics,5
60786,10886,Upto 450,Everything,7
60787,10887,Upto 45,Cardio,1
60788,10888,Upto 215,Muscle Training,4
60789,10889,Upto 275,Cross Fit / Calisthenics,5
60790,10890,Upto 45,Cardio,1
60791,10891,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60792,10892,Upto 80,Running,2
60793,10893,Upto 45,Cardio,1
60794,10894,Upto 175,Power Lifter,3
60795,10895,Upto 300,HIT,6
60796,10896,Upto 175,Power Lifter,3
60797,10897,Upto 300,HIT,6
60798,10898,Upto 215,Muscle Training,4
60799,10899,Upto 45,Cardio,1
60800,10900,Upto 275,Cross Fit / Calisthenics,5
60801,10901,Upto 275,Cross Fit / Calisthenics,5
60802,10902,Upto 450,Everything,7
60803,10903,Upto 215,Muscle Training,4
60804,10904,Upto 300,HIT,6
60805,10905,Upto 45,Cardio,1
60806,10906,Upto 215,Muscle Training,4
60807,10907,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60808,10908,Upto 275,Cross Fit / Calisthenics,5
60809,10909,Upto 175,Power Lifter,3
60810,10910,Upto 80,Running,2
60811,10911,Upto 175,Power Lifter,3
60812,10912,Upto 80,Running,2
60813,10913,Upto 80,Running,2
60814,10914,Upto 215,Muscle Training,4
60815,10915,Upto 450,Everything,7
60816,10916,Upto 80,Running,2
60817,10917,Upto 450,Everything,7
60818,10918,Upto 275,Cross Fit / Calisthenics,5
60819,10919,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60820,10920,Upto 80,Running,2
60821,10921,Upto 175,Power Lifter,3
60822,10922,Upto 275,Cross Fit / Calisthenics,5
60823,10923,Upto 175,Power Lifter,3
60824,10924,Upto 300,HIT,6
60825,10925,Upto 45,Cardio,1
60826,10926,Upto 300,HIT,6
60827,10927,Upto 80,Running,2
60828,10928,Upto 45,Cardio,1
60829,10929,Upto 215,Muscle Training,4
60830,10930,Upto 175,Power Lifter,3
60831,10931,Upto 45,Cardio,1
60832,10932,Upto 450,Everything,7
60833,10933,Upto 80,Running,2
60834,10934,Upto 80,Running,2
60835,10935,Upto 275,Cross Fit / Calisthenics,5
60836,10936,Upto 45,Cardio,1
60837,10937,Upto 275,Cross Fit / Calisthenics,5
60838,10938,Upto 80,Running,2
60839,10939,Upto 175,Power Lifter,3
60840,10940,Upto 80,Running,2
60841,10941,Upto 275,Cross Fit / Calisthenics,5
60842,10942,Upto 275,Cross Fit / Calisthenics,5
60843,10943,Upto 300,HIT,6
60844,10944,Upto 45,Cardio,1
60845,10945,Upto 175,Power Lifter,3
60846,10946,Upto 175,Power Lifter,3
60847,10947,Upto 450,Everything,7
60848,10948,Upto 175,Power Lifter,3
60849,10949,Upto 215,Muscle Training,4
60850,10950,Upto 175,Power Lifter,3
60851,10951,Upto 45,Cardio,1
60852,10952,Upto 80,Running,2
60853,10953,Upto 215,Muscle Training,4
60854,10954,Upto 45,Cardio,1
60855,10955,Upto 450,Everything,7
60856,10956,Upto 300,HIT,6
60857,10957,Upto 80,Running,2
60858,10958,Upto 450,Everything,7
60859,10959,Upto 45,Cardio,1
60860,10960,Upto 80,Running,2
60861,10961,Upto 215,Muscle Training,4
60862,10962,Upto 300,HIT,6
60863,10963,Upto 215,Muscle Training,4
60864,10964,Upto 45,Cardio,1
60865,10965,Upto 275,Cross Fit / Calisthenics,5
60866,10966,Upto 300,HIT,6
60867,10967,Upto 80,Running,2
60868,10968,Upto 450,Everything,7
60869,10969,Upto 450,Everything,7
60870,10970,Upto 175,Power Lifter,3
60871,10971,Upto 215,Muscle Training,4
60872,10972,Upto 80,Running,2
60873,10973,Upto 450,Everything,7
60874,10974,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60875,10975,Upto 450,Everything,7
60876,10976,Upto 300,HIT,6
60877,10977,Upto 450,Everything,7
60878,10978,Upto 45,Cardio,1
60879,10979,Upto 45,Cardio,1
60880,10980,Upto 45,Cardio,1
60881,10981,Upto 80,Running,2
60882,10982,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60883,10983,Upto 275,Cross Fit / Calisthenics,5
60884,10984,Upto 45,Cardio,1
60885,10985,Upto 175,Power Lifter,3
60886,10986,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60887,10987,Upto 175,Power Lifter,3
60888,10988,Upto 80,Running,2
60889,10989,Upto 175,Power Lifter,3
60890,10990,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60891,10991,Upto 175,Power Lifter,3
60892,10992,Upto 450,Everything,7
60893,10993,Upto 300,HIT,6
60894,10994,Upto 215,Muscle Training,4
60895,10995,Upto 215,Muscle Training,4
60896,10996,Upto 450,Everything,7
60897,10997,Upto 450,Everything,7
60898,10998,Upto 215,Muscle Training,4
60899,10999,Upto 80,Running,2
60900,11000,Upto 45,Cardio,1
60901,11001,Upto 175,Power Lifter,3
60902,11002,Upto 450,Everything,7
60903,11003,Upto 300,HIT,6
60904,11004,Upto 300,HIT,6
60905,11005,Upto 175,Power Lifter,3
60906,11006,Upto 215,Muscle Training,4
60907,11007,Upto 300,HIT,6
60908,11008,Upto 80,Running,2
60909,11009,Upto 175,Power Lifter,3
60910,11010,Upto 450,Everything,7
60911,11011,Upto 175,Power Lifter,3
60912,11012,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60913,11013,Upto 450,Everything,7
60914,11014,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60915,11015,Upto 215,Muscle Training,4
60916,11016,Upto 45,Cardio,1
60917,11017,Upto 45,Cardio,1
60918,11018,Upto 175,Power Lifter,3
60919,11019,Upto 275,Cross Fit / Calisthenics,5
60920,11020,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60921,11021,Upto 300,HIT,6
60922,11022,Upto 45,Cardio,1
60923,11023,Upto 175,Power Lifter,3
60924,11024,Upto 300,HIT,6
60925,11025,Upto 80,Running,2
60926,11026,Upto 80,Running,2
60927,11027,Upto 300,HIT,6
60928,11028,Upto 300,HIT,6
60929,11029,Upto 215,Muscle Training,4
60930,11030,Upto 175,Power Lifter,3
60931,11031,Upto 300,HIT,6
60932,11032,Upto 450,Everything,7
60933,11033,Upto 300,HIT,6
60934,11034,Upto 175,Power Lifter,3
60935,11035,Upto 300,HIT,6
60936,11036,Upto 175,Power Lifter,3
60937,11037,Upto 215,Muscle Training,4
60938,11038,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60939,11039,Upto 275,Cross Fit / Calisthenics,5
60940,11040,Upto 80,Running,2
60941,11041,Upto 300,HIT,6
60942,11042,Upto 215,Muscle Training,4
60943,11043,Upto 80,Running,2
60944,11044,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60945,11045,Upto 300,HIT,6
60946,11046,Upto 300,HIT,6
60947,11047,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60948,11048,Upto 300,HIT,6
60949,11049,Upto 215,Muscle Training,4
60950,11050,Upto 45,Cardio,1
60951,11051,Upto 275,Cross Fit / Calisthenics,5
60952,11052,Upto 175,Power Lifter,3
60953,11053,Upto 175,Power Lifter,3
60954,11054,Upto 300,HIT,6
60955,11055,Upto 80,Running,2
60956,11056,Upto 45,Cardio,1
60957,11057,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
60958,11058,Upto 45,Cardio,1
