Weather_ID,State_ID,GeoLocation,Weather_Type,Temperature
312285,612285,"(43.65595011300047, -71.50036091999965)",Snowy,-14
312286,612286,"(28.932040377000476, -81.92896053899966)",Rainy,24
312287,612287,"(32.839681093, -83.627580346)",Rainy,34
312288,612288,"(40.79373015200048, -77.86070029399963)",Rainy,1
312289,612289,"(64.84507995700051, -147.72205903599973)",Snowy,-18
312290,612290,"(38.66551020200046, -80.71264013499967)",Cloudy,9
312291,612291,"(41.6410409880005, -99.36572062299967)",Rainy,21
312292,612292,"(64.84507995700051, -147.72205903599973)",Foggy,-9
312293,612293,"(39.008830667, -75.577741168)",Cloudy,20
312294,612294,"(38.843840757, -106.133610921)",Snowy,33
312295,612295,"(31.827240407, -99.426770206)",Sunny,26
312296,612296,"(38.89037138500049, -77.03196112699965)",Sunny,20
312297,612297,"(44.353130053000484, -100.3735306369997)",Sunny,-15
312298,612298,"(34.86597028, -111.763811277)",Dry,39
312299,612299,"(37.63864012300047, -120.99999953799971)",Foggy,28
312300,612300,"(43.62538123900049, -72.51764079099962)",Rainy,30
312301,612301,"(44.6613195430005, -84.71439026999968)",Cloudy,2
312302,612302,"(34.74865012400045, -92.27449074299966)",Cloudy,29
312303,612303,"(43.23554134300048, -108.10983035299967)",Sunny,21
312304,612304,"(40.060210141, -82.404260056)",Snowy,-6
312305,612305,"(39.29058096400047, -76.60926011099963)",Rainy,28
312306,612306,"(32.84057112200048, -86.63186076199969)",Humid,17
312307,612307,"(42.27687047000046, -72.08269067499964)",Cloudy,-8
312308,612308,"(45.254228894000505, -68.98503133599962)",Snowy,22
312309,612309,"(35.466220975, -79.159250463)",Cloudy,0
312310,612310,"(40.48501028300046, -88.99771017799969)",Rainy,17
312311,612311,"(18.220833, -66.590149)",Stormy,31
312312,612312,"(38.34774030000045, -98.20078122699965)",Sunny,4
312313,612313,"(32.745510099000455, -89.53803082499968)",Rainy,35
312314,612314,"(39.008830667, -75.577741168)",Sunny,17
312315,612315,"(37.54268067400045, -78.45789046299967)",Sunny,24
312316,612316,"(34.865970280000454, -111.76381127699972)",Sunny,28
312317,612317,"(39.360700171000474, -111.58713063499971)",Snowy,25
312318,612318,"(32.745510099, -89.538030825)",Humid,33
312319,612319,"(37.645970271, -84.774971048)",Rainy,13
312320,612320,"(37.542680674, -78.457890463)",Sunny,19
312321,612321,"(39.360700171000474, -111.58713063499971)",Foggy,10
312322,612322,"(39.360700171000474, -111.58713063499971)",Snowy,9
312323,612323,"(37.645970271, -84.774971048)",Sunny,19
312324,612324,"(13.444304, 144.793731)",Rainy,26
312325,612325,"(40.130570048, -74.273691288)",Rainy,20
312326,612326,"(42.46940091300047, -93.81649055599968)",Rainy,26
312327,612327,"(42.82700103200045, -75.54397042699964)",Sunny,20
312328,612328,"(32.745510099000455, -89.53803082499968)",Humid,28
312329,612329,"(47.47531977900047, -100.11842104899966)",Snowy,-11
312330,612330,"(43.65595011300047, -71.50036091999965)",Sunny,18
312331,612331,"(38.635790776, -92.566300053)",Sunny,2
312332,612332,"(13.444304, 144.793731)",Humid,30
312333,612333,"(40.79373015200048, -77.86070029399963)",Cloudy,14
312334,612334,"(47.52227862900048, -120.47001078999972)",Rainy,16
312335,612335,"(31.31266064400046, -92.44568007099969)",Rainy,34
312336,612336,"(39.766910452000445, -86.14996019399968)",Cloudy,-7
312337,612337,"(34.86597028, -111.763811277)",Sunny,21
312338,612338,"(43.65595011300047, -71.50036091999965)",Snowy,23
312339,612339,"(43.62538123900049, -72.51764079099962)",Snowy,18
312340,612340,"(41.56266102000046, -72.64984095199964)",Rainy,-10
312341,612341,"(38.635790776, -92.566300053)",Rainy,-6
312342,612342,"(39.49324039, -117.071840564)",Sunny,23
312343,612343,"(32.839681093, -83.627580346)",Sunny,28
312344,612344,"(46.35564873600049, -94.79420050299967)",Snowy,14
312345,612345,"(34.86597028, -111.763811277)",Dry,40
312346,612346,"(40.48501028300046, -88.99771017799969)",Cloudy,5
312347,612347,"(40.793730152, -77.860700294)",Rainy,15
312348,612348,"(42.82700103200045, -75.54397042699964)",Rainy,22
312349,612349,"(47.06652897200047, -109.42442064499971)",Snowy,22
312350,612350,"(39.008830667000495, -75.57774116799965)",Cloudy,4
312351,612351,"(43.682630005000476, -114.3637300419997)",Snowy,-2
312352,612352,"(38.635790776000476, -92.56630005299968)",Cloudy,-6
312353,612353,"(47.522278629, -120.47001079)",Sunny,14
312354,612354,"(44.6613195430005, -84.71439026999968)",Rainy,24
312355,612355,"(47.47531977900047, -100.11842104899966)",Cold,10
312356,612356,"(13.444304, 144.793731)",Humid,28
312357,612357,"(39.49324039, -117.071840564)",Dry,15
312358,612358,"(39.29058096400047, -76.60926011099963)",Sunny,29
312359,612359,"(38.635790776000476, -92.56630005299968)",Rainy,2
312360,612360,"(34.865970280000454, -111.76381127699972)",Dry,22
312361,612361,"(34.86597028, -111.763811277)",Dry,37
312362,612362,"(44.6613195430005, -84.71439026999968)",Sunny,-2
312363,612363,"(44.56744942400047, -120.15503132599969)",Sunny,26
312364,612364,"(34.74865012400045, -92.27449074299966)",Sunny,3
312365,612365,"(40.130570048, -74.273691288)",Rainy,25
312366,612366,"(35.68094058, -85.774490914)",Cloudy,32
312367,612367,"(44.567449424, -120.155031326)",Cloudy,8
312368,612368,"(35.466220975, -79.159250463)",Rainy,21
312369,612369,"(37.645970271000465, -84.77497104799966)",Cloudy,8
312370,612370,"(38.635790776, -92.566300053)",Sunny,-7
312371,612371,"(28.932040377000476, -81.92896053899966)",Humid,29
312372,612372,"(40.48501028300046, -88.99771017799969)",Cloudy,21
312373,612373,"(38.635790776, -92.566300053)",Sunny,-2
312374,612374,"(41.56266102000046, -72.64984095199964)",Sunny,30
312375,612375,"(38.89037138500049, -77.03196112699965)",Cloudy,18
312376,612376,"(44.567449424, -120.155031326)",Cloudy,9
312377,612377,"(35.472031356, -97.521070214)",Stormy,11
312378,612378,"(47.522278629, -120.47001079)",Cloudy,10
312379,612379,"(64.84507995700051, -147.72205903599973)",Snowy,-9
312380,612380,"(35.47203135600046, -97.52107021399968)",Sunny,29
312381,612381,"(32.84057112200048, -86.63186076199969)",Rainy,27
312382,612382,"(39.766910452000445, -86.14996019399968)",Sunny,22
312383,612383,"(64.845079957001, -147.722059036)",Foggy,15
312384,612384,"(39.360700171, -111.587130635)",Sunny,26
312385,612385,"(41.56266102000046, -72.64984095199964)",Rainy,-4
312386,612386,"(38.843840757000464, -106.13361092099967)",Snowy,27
312387,612387,"(40.06021014100048, -82.40426005599966)",Cloudy,10
312388,612388,"(45.254228894001, -68.985031336)",Rainy,6
312389,612389,"(39.008830667000495, -75.57774116799965)",Sunny,0
312390,612390,"(33.998821303000454, -81.04537120699968)",Humid,18
312391,612391,"(38.635790776000476, -92.56630005299968)",Cloudy,21
312392,612392,"(37.542680674, -78.457890463)",Cloudy,34
312393,612393,"(40.06021014100048, -82.40426005599966)",Cloudy,-3
312394,612394,"(35.68094058000048, -85.77449091399967)",Rainy,33
312395,612395,"(42.46940091300047, -93.81649055599968)",Rainy,19
312396,612396,"(43.65595011300047, -71.50036091999965)",Sunny,-12
312397,612397,"(47.52227862900048, -120.47001078999972)",Rainy,16
312398,612398,"(43.65595011300047, -71.50036091999965)",Rainy,14
312399,612399,"(38.635790776000476, -92.56630005299968)",Sunny,-8
312400,612400,"(43.625381239, -72.517640791)",Sunny,-6
312401,612401,"(39.008830667, -75.577741168)",Sunny,21
312402,612402,"(43.625381239, -72.517640791)",Rainy,13
312403,612403,"(28.932040377000476, -81.92896053899966)",Rainy,19
312404,612404,"(32.745510099, -89.538030825)",Rainy,35
312405,612405,"(43.62538123900049, -72.51764079099962)",Sunny,10
312406,612406,"(40.79373015200048, -77.86070029399963)",Rainy,2
312407,612407,"(64.845079957001, -147.722059036)",Snowy,-10
312408,612408,"(32.745510099000455, -89.53803082499968)",Sunny,21
312409,612409,"(31.827240407000488, -99.42677020599967)",Humid,25
312410,612410,"(32.745510099, -89.538030825)",Humid,25
312411,612411,"(39.49324039, -117.071840564)",Hot,16
312412,612412,"(43.62538123900049, -72.51764079099962)",Sunny,-5
312413,612413,"(31.827240407000488, -99.42677020599967)",Humid,26
312414,612414,"(39.49324039, -117.071840564)",Hot,38
312415,612415,"(47.06652897200047, -109.42442064499971)",Sunny,-9
312416,612416,"(47.47531977900047, -100.11842104899966)",Snowy,1
312417,612417,"(37.63864012300047, -120.99999953799971)",Sunny,12
312418,612418,"(40.130570048, -74.273691288)",Stormy,14
312419,612419,"(39.49324039, -117.071840564)",Hot,18
312420,612420,"(47.47531977900047, -100.11842104899966)",Sunny,-6
312421,612421,"(43.682630005000476, -114.3637300419997)",Snowy,0
312422,612422,"(32.839681093, -83.627580346)",Rainy,27
312423,612423,"(44.39319117400049, -89.81637074199966)",Sunny,20
312424,612424,"(39.49324039, -117.071840564)",Sunny,18
312425,612425,"(40.06021014100048, -82.40426005599966)",Rainy,1
312426,612426,"(34.748650124, -92.274490743)",Cloudy,12
312427,612427,"(35.466220975, -79.159250463)",Sunny,18
312428,612428,"(35.47203135600046, -97.52107021399968)",Cloudy,30
312429,612429,"(47.475319779, -100.118421049)",Cold,-10
312430,612430,"(41.70828019300046, -71.52247031399963)",Cloudy,6
312431,612431,"(39.008830667000495, -75.57774116799965)",Rainy,12
312432,612432,"(39.766910452, -86.149960194)",Rainy,-8
312433,612433,"(41.6410409880005, -99.36572062299967)",Cloudy,21
312434,612434,"(37.54268067400045, -78.45789046299967)",Rainy,30
312435,612435,"(21.304850435000446, -157.85774940299973)",Humid,22
312436,612436,"(39.008830667, -75.577741168)",Cloudy,21
312437,612437,"(18.220833, -66.590149)",Rainy,35
312438,612438,"(39.493240390000494, -117.07184056399967)",Sunny,25
312439,612439,"(42.46940091300047, -93.81649055599968)",Cloudy,-8
312440,612440,"(38.665510202, -80.712640135)",Rainy,12
312441,612441,"(42.469400913, -93.816490556)",Cloudy,21
312442,612442,"(44.56744942400047, -120.15503132599969)",Cloudy,14
312443,612443,"(32.83968109300048, -83.62758034599966)",Humid,28
312444,612444,"(47.475319779, -100.118421049)",Sunny,20
312445,612445,"(39.008830667, -75.577741168)",Sunny,30
312446,612446,"(33.998821303000454, -81.04537120699968)",Rainy,11
312447,612447,"(43.682630005000476, -114.3637300419997)",Snowy,29
312448,612448,"(31.827240407, -99.426770206)",Humid,37
312449,612449,"(38.890371385, -77.031961127)",Rainy,14
312450,612450,"(44.661319543001, -84.71439027)",Cloudy,1
312451,612451,"(64.84507995700051, -147.72205903599973)",Foggy,-3
312452,612452,"(33.998821303000454, -81.04537120699968)",Humid,24
312453,612453,"(33.998821303000454, -81.04537120699968)",Rainy,31
312454,612454,"(37.54268067400045, -78.45789046299967)",Sunny,29
312455,612455,"(43.682630005000476, -114.3637300419997)",Sunny,3
312456,612456,"(21.304850435, -157.857749403)",Sunny,23
312457,612457,"(44.353130053, -100.373530637)",Sunny,14
312458,612458,"(44.567449424, -120.155031326)",Rainy,21
312459,612459,"(38.34774030000045, -98.20078122699965)",Sunny,26
312460,612460,"(64.84507995700051, -147.72205903599973)",Cold,-6
312461,612461,"(41.56266102, -72.649840952)",Rainy,-10
312462,612462,"(42.827001032, -75.543970427)",Rainy,9
312463,612463,"(43.62538123900049, -72.51764079099962)",Snowy,21
312464,612464,"(46.35564873600049, -94.79420050299967)",Cloudy,19
312465,612465,"(39.008830667000495, -75.57774116799965)",Rainy,14
312466,612466,"(43.655950113, -71.50036092)",Snowy,-9
312467,612467,"(39.766910452000445, -86.14996019399968)",Rainy,20
312468,612468,"(37.645970271000465, -84.77497104799966)",Rainy,3
312469,612469,"(38.890371385, -77.031961127)",Sunny,23
312470,612470,"(28.932040377, -81.928960539)",Humid,17
312471,612471,"(42.82700103200045, -75.54397042699964)",Cloudy,0
312472,612472,"(38.665510202, -80.712640135)",Sunny,24
312473,612473,"(43.682630005000476, -114.3637300419997)",Sunny,24
312474,612474,"(31.312660644, -92.445680071)",Rainy,23
312475,612475,"(31.827240407, -99.426770206)",Humid,25
312476,612476,"(44.56744942400047, -120.15503132599969)",Rainy,6
312477,612477,"(38.843840757000464, -106.13361092099967)",Rainy,12
312478,612478,"(44.661319543001, -84.71439027)",Rainy,18
312479,612479,"(18.220833, -66.590149)",Cloudy,33
312480,612480,"(40.060210141, -82.404260056)",Sunny,28
312481,612481,"(34.748650124, -92.274490743)",Rainy,29
312482,612482,"(38.34774030000045, -98.20078122699965)",Rainy,9
312483,612483,"(43.682630005, -114.363730042)",Cloudy,0
312484,612484,"(47.52227862900048, -120.47001078999972)",Foggy,8
312485,612485,"(42.27687047000046, -72.08269067499964)",Rainy,23
312486,612486,"(42.46940091300047, -93.81649055599968)",Sunny,22
312487,612487,"(28.932040377000476, -81.92896053899966)",Humid,39
312488,612488,"(42.27687047, -72.082690675)",Cloudy,-6
312489,612489,"(40.06021014100048, -82.40426005599966)",Snowy,10
312490,612490,"(39.493240390000494, -117.07184056399967)",Sunny,26
312491,612491,"(34.74865012400045, -92.27449074299966)",Sunny,1
312492,612492,"(33.998821303000454, -81.04537120699968)",Sunny,16
312493,612493,"(39.766910452000445, -86.14996019399968)",Rainy,-6
312494,612494,"(44.6613195430005, -84.71439026999968)",Sunny,-1
312495,612495,"(47.522278629, -120.47001079)",Rainy,22
312496,612496,"(44.353130053000484, -100.3735306369997)",Sunny,23
312497,612497,"(31.827240407000488, -99.42677020599967)",Rainy,18
312498,612498,"(38.66551020200046, -80.71264013499967)",Rainy,4
312499,612499,"(39.008830667, -75.577741168)",Cloudy,26
312500,612500,"(47.47531977900047, -100.11842104899966)",Cold,-9
312501,612501,"(44.6613195430005, -84.71439026999968)",Rainy,15
312502,612502,"(35.472031356, -97.521070214)",Stormy,12
312503,612503,"(39.360700171000474, -111.58713063499971)",Foggy,27
312504,612504,"(37.645970271000465, -84.77497104799966)",Cloudy,12
312505,612505,"(46.35564873600049, -94.79420050299967)",Windy,-8
312506,612506,"(64.84507995700051, -147.72205903599973)",Cold,3
312507,612507,"(47.06652897200047, -109.42442064499971)",Cloudy,9
312508,612508,"(39.008830667, -75.577741168)",Cloudy,20
312509,612509,"(32.745510099, -89.538030825)",Sunny,22
312510,612510,"(42.46940091300047, -93.81649055599968)",Sunny,17
312511,612511,"(35.68094058000048, -85.77449091399967)",Rainy,34
312512,612512,"(31.827240407000488, -99.42677020599967)",Sunny,39
312513,612513,"(44.353130053, -100.373530637)",Sunny,30
312514,612514,"(38.66551020200046, -80.71264013499967)",Cloudy,-9
312515,612515,"(37.54268067400045, -78.45789046299967)",Cloudy,24
312516,612516,"(38.843840757000464, -106.13361092099967)",Snowy,28
312517,612517,"(28.932040377000476, -81.92896053899966)",Humid,28
312518,612518,"(40.79373015200048, -77.86070029399963)",Snowy,18
312519,612519,"(43.655950113, -71.50036092)",Snowy,11
312520,612520,"(39.29058096400047, -76.60926011099963)",Cloudy,26
312521,612521,"(43.65595011300047, -71.50036091999965)",Snowy,-11
312522,612522,"(38.34774030000045, -98.20078122699965)",Sunny,-6
312523,612523,"(39.493240390000494, -117.07184056399967)",Sunny,28
312524,612524,"(39.360700171000474, -111.58713063499971)",Foggy,32
312525,612525,"(37.54268067400045, -78.45789046299967)",Cloudy,33
312526,612526,"(33.998821303, -81.045371207)",Rainy,35
312527,612527,"(34.74865012400045, -92.27449074299966)",Rainy,13
312528,612528,"(37.54268067400045, -78.45789046299967)",Rainy,20
312529,612529,"(47.06652897200047, -109.42442064499971)",Cloudy,11
312530,612530,"(39.360700171000474, -111.58713063499971)",Sunny,29
312531,612531,"(43.235541343, -108.109830353)",Cloudy,8
312532,612532,"(34.74865012400045, -92.27449074299966)",Rainy,23
312533,612533,"(38.3477403, -98.200781227)",Sunny,14
312534,612534,"(31.31266064400046, -92.44568007099969)",Humid,21
312535,612535,"(37.63864012300047, -120.99999953799971)",Foggy,34
312536,612536,"(38.635790776, -92.566300053)",Cloudy,16
312537,612537,"(34.52088095200048, -106.24058098499967)",Rainy,22
312538,612538,"(44.567449424, -120.155031326)",Cloudy,7
312539,612539,"(47.06652897200047, -109.42442064499971)",Snowy,-3
312540,612540,"(31.827240407000488, -99.42677020599967)",Humid,16
312541,612541,"(47.52227862900048, -120.47001078999972)",Foggy,15
312542,612542,"(13.444304, 144.793731)",Sunny,28
312543,612543,"(31.31266064400046, -92.44568007099969)",Rainy,34
312544,612544,"(44.661319543001, -84.71439027)",Sunny,29
312545,612545,"(38.890371385, -77.031961127)",Sunny,25
312546,612546,"(32.745510099000455, -89.53803082499968)",Humid,23
312547,612547,"(33.998821303, -81.045371207)",Rainy,13
312548,612548,"(64.845079957001, -147.722059036)",Foggy,-5
312549,612549,"(44.393191174, -89.816370742)",Snowy,0
312550,612550,"(35.466220975000454, -79.15925046299964)",Cloudy,10
312551,612551,"(43.65595011300047, -71.50036091999965)",Sunny,-4
312552,612552,"(38.635790776000476, -92.56630005299968)",Sunny,-5
312553,612553,"(39.766910452000445, -86.14996019399968)",Rainy,-8
312554,612554,"(39.008830667, -75.577741168)",Rainy,8
312555,612555,"(47.522278629, -120.47001079)",Cloudy,20
312556,612556,"(47.522278629, -120.47001079)",Foggy,13
312557,612557,"(43.62538123900049, -72.51764079099962)",Snowy,15
312558,612558,"(47.066528972, -109.424420645)",Sunny,-1
312559,612559,"(42.82700103200045, -75.54397042699964)",Cloudy,19
312560,612560,"(47.47531977900047, -100.11842104899966)",Sunny,-10
312561,612561,"(37.638640123, -120.999999538)",Sunny,27
312562,612562,"(44.661319543001, -84.71439027)",Cloudy,20
312563,612563,"(42.27687047000046, -72.08269067499964)",Snowy,-7
312564,612564,"(47.522278629, -120.47001079)",Cloudy,20
312565,612565,"(43.65595011300047, -71.50036091999965)",Snowy,-3
312566,612566,"(47.52227862900048, -120.47001078999972)",Sunny,15
312567,612567,"(40.130570048, -74.273691288)",Cloudy,5
312568,612568,"(41.6410409880005, -99.36572062299967)",Cloudy,17
312569,612569,"(47.066528972, -109.424420645)",Sunny,-2
312570,612570,"(18.220833, -66.590149)",Stormy,26
312571,612571,"(43.235541343, -108.109830353)",Snowy,19
312572,612572,"(39.493240390000494, -117.07184056399967)",Sunny,33
312573,612573,"(45.254228894000505, -68.98503133599962)",Sunny,-1
312574,612574,"(42.82700103200045, -75.54397042699964)",Sunny,4
312575,612575,"(47.52227862900048, -120.47001078999972)",Foggy,23
312576,612576,"(31.827240407000488, -99.42677020599967)",Rainy,25
312577,612577,"(35.466220975, -79.159250463)",Cloudy,1
312578,612578,"(31.312660644, -92.445680071)",Rainy,23
312579,612579,"(47.06652897200047, -109.42442064499971)",Snowy,-8
312580,612580,"(31.31266064400046, -92.44568007099969)",Sunny,27
312581,612581,"(43.682630005, -114.363730042)",Sunny,22
312582,612582,"(41.6410409880005, -99.36572062299967)",Rainy,23
312583,612583,"(18.220833, -66.590149)",Rainy,27
312584,612584,"(47.06652897200047, -109.42442064499971)",Sunny,19
312585,612585,"(42.46940091300047, -93.81649055599968)",Sunny,5
312586,612586,"(43.235541343, -108.109830353)",Cloudy,18
312587,612587,"(35.466220975000454, -79.15925046299964)",Sunny,6
312588,612588,"(32.745510099000455, -89.53803082499968)",Humid,19
312589,612589,"(39.29058096400047, -76.60926011099963)",Rainy,10
312590,612590,"(37.54268067400045, -78.45789046299967)",Sunny,18
312591,612591,"(18.220833, -66.590149)",Rainy,33
312592,612592,"(42.27687047000046, -72.08269067499964)",Snowy,15
312593,612593,"(35.466220975, -79.159250463)",Rainy,18
312594,612594,"(39.29058096400047, -76.60926011099963)",Sunny,5
312595,612595,"(44.56744942400047, -120.15503132599969)",Rainy,20
312596,612596,"(37.645970271000465, -84.77497104799966)",Sunny,2
312597,612597,"(47.47531977900047, -100.11842104899966)",Snowy,24
312598,612598,"(40.06021014100048, -82.40426005599966)",Snowy,17
312599,612599,"(46.35564873600049, -94.79420050299967)",Windy,21
312600,612600,"(39.493240390000494, -117.07184056399967)",Dry,27
312601,612601,"(39.360700171000474, -111.58713063499971)",Sunny,14
312602,612602,"(32.839681093, -83.627580346)",Humid,32
312603,612603,"(28.932040377000476, -81.92896053899966)",Sunny,30
312604,612604,"(40.06021014100048, -82.40426005599966)",Cloudy,-8
312605,612605,"(40.060210141, -82.404260056)",Snowy,5
312606,612606,"(43.62538123900049, -72.51764079099962)",Rainy,5
312607,612607,"(41.6410409880005, -99.36572062299967)",Sunny,11
312608,612608,"(35.472031356, -97.521070214)",Sunny,33
312609,612609,"(42.46940091300047, -93.81649055599968)",Sunny,27
312610,612610,"(32.745510099000455, -89.53803082499968)",Sunny,23
312611,612611,"(13.444304, 144.793731)",Rainy,24
312612,612612,"(64.84507995700051, -147.72205903599973)",Snowy,-1
312613,612613,"(32.83968109300048, -83.62758034599966)",Sunny,28
312614,612614,"(32.84057112200048, -86.63186076199969)",Humid,11
312615,612615,"(39.766910452000445, -86.14996019399968)",Sunny,6
312616,612616,"(47.47531977900047, -100.11842104899966)",Snowy,-15
312617,612617,"(39.493240390000494, -117.07184056399967)",Dry,36
312618,612618,"(40.060210141, -82.404260056)",Snowy,26
312619,612619,"(34.748650124, -92.274490743)",Sunny,4
312620,612620,"(46.35564873600049, -94.79420050299967)",Cloudy,23
312621,612621,"(47.06652897200047, -109.42442064499971)",Sunny,5
312622,612622,"(41.56266102000046, -72.64984095199964)",Cloudy,-4
312623,612623,"(37.54268067400045, -78.45789046299967)",Cloudy,4
312624,612624,"(39.008830667000495, -75.57774116799965)",Sunny,20
312625,612625,"(21.304850435000446, -157.85774940299973)",Humid,28
312626,612626,"(41.56266102000046, -72.64984095199964)",Sunny,3
312627,612627,"(31.827240407, -99.426770206)",Sunny,32
312628,612628,"(44.567449424, -120.155031326)",Sunny,6
312629,612629,"(44.393191174, -89.816370742)",Cloudy,28
312630,612630,"(40.79373015200048, -77.86070029399963)",Cloudy,24
312631,612631,"(39.290580964, -76.609260111)",Cloudy,30
312632,612632,"(39.008830667000495, -75.57774116799965)",Rainy,8
312633,612633,"(40.48501028300046, -88.99771017799969)",Rainy,21
312634,612634,"(38.34774030000045, -98.20078122699965)",Cloudy,-4
312635,612635,"(21.304850435000446, -157.85774940299973)",Rainy,20
312636,612636,"(46.35564873600049, -94.79420050299967)",Windy,-12
312637,612637,"(34.86597028, -111.763811277)",Hot,24
312638,612638,"(42.46940091300047, -93.81649055599968)",Rainy,28
312639,612639,"(39.766910452, -86.149960194)",Rainy,12
312640,612640,"(42.82700103200045, -75.54397042699964)",Rainy,-3
312641,612641,"(39.29058096400047, -76.60926011099963)",Cloudy,30
312642,612642,"(40.485010283, -88.997710178)",Cloudy,6
312643,612643,"(43.235541343, -108.109830353)",Snowy,10
312644,612644,"(40.06021014100048, -82.40426005599966)",Cloudy,-3
312645,612645,"(42.46940091300047, -93.81649055599968)",Rainy,23
312646,612646,"(47.47531977900047, -100.11842104899966)",Sunny,-5
312647,612647,"(39.290580964, -76.609260111)",Rainy,8
312648,612648,"(21.304850435000446, -157.85774940299973)",Sunny,20
312649,612649,"(40.48501028300046, -88.99771017799969)",Cloudy,14
312650,612650,"(41.56266102, -72.649840952)",Sunny,12
312651,612651,"(21.304850435000446, -157.85774940299973)",Humid,28
312652,612652,"(34.52088095200048, -106.24058098499967)",Sunny,34
312653,612653,"(39.008830667, -75.577741168)",Cloudy,28
312654,612654,"(28.932040377000476, -81.92896053899966)",Humid,20
312655,612655,"(39.290580964, -76.609260111)",Sunny,17
312656,612656,"(34.52088095200048, -106.24058098499967)",Rainy,23
312657,612657,"(34.74865012400045, -92.27449074299966)",Cloudy,0
312658,612658,"(33.998821303000454, -81.04537120699968)",Humid,33
312659,612659,"(42.469400913, -93.816490556)",Sunny,27
312660,612660,"(38.635790776000476, -92.56630005299968)",Sunny,11
312661,612661,"(43.62538123900049, -72.51764079099962)",Rainy,7
312662,612662,"(35.472031356, -97.521070214)",Sunny,18
312663,612663,"(38.635790776, -92.566300053)",Rainy,-4
312664,612664,"(41.70828019300046, -71.52247031399963)",Sunny,11
312665,612665,"(38.66551020200046, -80.71264013499967)",Sunny,1
312666,612666,"(39.493240390000494, -117.07184056399967)",Hot,17
312667,612667,"(39.29058096400047, -76.60926011099963)",Cloudy,6
312668,612668,"(41.641040988001, -99.365720623)",Cloudy,17
312669,612669,"(35.472031356, -97.521070214)",Sunny,29
312670,612670,"(21.304850435000446, -157.85774940299973)",Sunny,27
312671,612671,"(32.84057112200048, -86.63186076199969)",Sunny,16
312672,612672,"(33.998821303000454, -81.04537120699968)",Rainy,18
312673,612673,"(35.466220975000454, -79.15925046299964)",Sunny,1
312674,612674,"(45.254228894000505, -68.98503133599962)",Snowy,25
312675,612675,"(38.34774030000045, -98.20078122699965)",Sunny,-2
312676,612676,"(45.254228894000505, -68.98503133599962)",Rainy,-1
312677,612677,"(43.682630005000476, -114.3637300419997)",Snowy,27
312678,612678,"(39.008830667, -75.577741168)",Sunny,10
312679,612679,"(47.47531977900047, -100.11842104899966)",Cold,-14
312680,612680,"(40.79373015200048, -77.86070029399963)",Cloudy,0
312681,612681,"(40.79373015200048, -77.86070029399963)",Sunny,13
312682,612682,"(38.89037138500049, -77.03196112699965)",Rainy,13
312683,612683,"(38.665510202, -80.712640135)",Sunny,13
312684,612684,"(41.6410409880005, -99.36572062299967)",Sunny,20
312685,612685,"(34.52088095200048, -106.24058098499967)",Rainy,26
312686,612686,"(37.638640123, -120.999999538)",Sunny,39
312687,612687,"(34.86597028, -111.763811277)",Dry,29
312688,612688,"(41.6410409880005, -99.36572062299967)",Sunny,27
312689,612689,"(38.34774030000045, -98.20078122699965)",Sunny,1
312690,612690,"(40.79373015200048, -77.86070029399963)",Snowy,22
312691,612691,"(28.932040377, -81.928960539)",Rainy,30
312692,612692,"(42.27687047, -72.082690675)",Cloudy,29
312693,612693,"(42.827001032, -75.543970427)",Rainy,16
312694,612694,"(41.6410409880005, -99.36572062299967)",Sunny,19
312695,612695,"(13.444304, 144.793731)",Sunny,22
312696,612696,"(39.008830667000495, -75.57774116799965)",Sunny,23
312697,612697,"(39.008830667000495, -75.57774116799965)",Rainy,2
312698,612698,"(47.066528972, -109.424420645)",Sunny,10
312699,612699,"(47.522278629, -120.47001079)",Sunny,16
312700,612700,"(43.682630005000476, -114.3637300419997)",Snowy,24
312701,612701,"(40.06021014100048, -82.40426005599966)",Sunny,-6
312702,612702,"(37.54268067400045, -78.45789046299967)",Cloudy,3
312703,612703,"(39.360700171000474, -111.58713063499971)",Foggy,6
312704,612704,"(40.48501028300046, -88.99771017799969)",Sunny,17
312705,612705,"(47.47531977900047, -100.11842104899966)",Sunny,22
312706,612706,"(37.63864012300047, -120.99999953799971)",Cloudy,25
312707,612707,"(41.56266102000046, -72.64984095199964)",Sunny,-8
312708,612708,"(39.766910452, -86.149960194)",Cloudy,14
312709,612709,"(44.56744942400047, -120.15503132599969)",Rainy,26
312710,612710,"(47.522278629, -120.47001079)",Sunny,15
312711,612711,"(33.998821303000454, -81.04537120699968)",Rainy,17
312712,612712,"(38.66551020200046, -80.71264013499967)",Sunny,29
312713,612713,"(42.82700103200045, -75.54397042699964)",Rainy,1
312714,612714,"(44.393191174, -89.816370742)",Cloudy,9
312715,612715,"(32.83968109300048, -83.62758034599966)",Rainy,33
312716,612716,"(41.70828019300046, -71.52247031399963)",Sunny,22
312717,612717,"(40.06021014100048, -82.40426005599966)",Snowy,15
312718,612718,"(39.493240390000494, -117.07184056399967)",Dry,19
312719,612719,"(39.360700171000474, -111.58713063499971)",Sunny,15
312720,612720,"(38.843840757000464, -106.13361092099967)",Sunny,30
312721,612721,"(39.290580964, -76.609260111)",Cloudy,30
312722,612722,"(32.839681093, -83.627580346)",Sunny,25
312723,612723,"(44.56744942400047, -120.15503132599969)",Cloudy,16
