Survey_ID,Class,Question,D_Value,L_Confidence,H_Confidence,P_ID
512513,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.1,21.9,28.6,12613
512514,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,29.8,25.8,34.1,12614
512515,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,30.8,27.5,34.2,12615
512516,Physical Activity,Percent of adults who engage in no leisure-time physical activity,27.5,24.2,31.1,12616
512517,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,43.1,39.6,46.7,12617
512518,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,33.1,29.2,37.2,12618
512519,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.2,31.7,41,12619
512520,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.8,29.8,36,12620
512521,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,20.5,15.9,25.9,12621
512522,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),28.9,25.5,32.7,12622
512523,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,39.8,29.4,51.2,12623
512524,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),28.6,23.3,34.6,12624
512525,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),47.7,43.2,52.3,12625
512526,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,30.6,27.4,34,12626
512527,Physical Activity,Percent of adults who engage in no leisure-time physical activity,42.2,36.1,48.5,12627
512528,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,37.4,33.6,41.3,12628
512529,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily,15,12.6,17.8,12629
512530,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,23.7,21.1,26.5,12630
512531,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,32.2,26.3,38.6,12631
512532,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.6,24.1,35.7,12632
512533,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,32.4,29.8,35.2,12633
512534,Physical Activity,Percent of adults who engage in no leisure-time physical activity,43.9,39.3,48.6,12634
512535,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),53.9,50.1,57.7,12635
512536,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,31.7,26.5,37.5,12636
512537,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),52.4,46.2,58.6,12637
512538,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),33.5,27.4,40.3,12638
512539,Physical Activity,Percent of adults who engage in no leisure-time physical activity,26.9,22.3,32.2,12639
512540,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily,15.8,13.6,18.4,12640
512541,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,28.3,24,32.9,12641
512542,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,30.2,23.9,37.4,12642
512543,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.4,28.8,38.4,12643
512544,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.5,29.9,37.3,12644
512545,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,11.7,6.8,19.5,12645
512546,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),52.1,47.8,56.4,12646
512547,Physical Activity,Percent of adults who engage in no leisure-time physical activity,36.3,32.8,39.9,12647
512548,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),33.7,26.4,41.8,12648
512549,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),51.2,43.8,58.5,12649
512550,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),22.3,18.3,26.9,12650
512551,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),56.8,51.3,62.1,12651
512552,Physical Activity,Percent of adults who engage in no leisure-time physical activity,35.7,32.1,39.4,12652
512553,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.7,30,37.5,12653
512554,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.5,29.4,42.2,12654
512555,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,15.9,13,19.2,12655
512556,Physical Activity,Percent of adults who engage in no leisure-time physical activity,11.7,10.5,13,12656
512557,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),47.3,44,50.7,12657
512558,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,30,27,33.2,12658
512559,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.2,27.1,35.7,12659
512560,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),25,19.7,31.3,12660
512561,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30,27,33.2,12661
512562,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,19.4,16.6,22.6,12662
512563,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,32.8,29,36.9,12663
512564,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.4,21.5,29.6,12664
512565,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.7,25.8,31.8,12665
512566,Physical Activity,Percent of adults who engage in no leisure-time physical activity,19.3,16.8,22.2,12666
512567,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),42,38.4,45.7,12667
512568,Physical Activity,Percent of adults who engage in no leisure-time physical activity,27.6,25,30.2,12668
512569,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,26.5,22,31.4,12669
512570,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.1,28.4,36.1,12670
512571,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),53.9,46.3,61.3,12671
512572,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,33.1,26.6,40.4,12672
512573,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.1,30.6,42,12673
512574,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily,27.9,24.6,31.4,12674
512575,Physical Activity,Percent of adults who engage in no leisure-time physical activity,11.2,10,12.5,12675
512576,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.7,23.1,35.2,12676
512577,Physical Activity,Percent of adults who engage in no leisure-time physical activity,27.7,24.6,30.9,12677
512578,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,18.4,13.2,25,12678
512579,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),41.6,37.5,45.9,12679
512580,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.7,23.9,36.2,12680
512581,Physical Activity,Percent of adults who engage in no leisure-time physical activity,23.5,18.9,28.8,12681
512582,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,32.7,29.3,36.3,12682
512583,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),39.7,34.4,45.4,12683
512584,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),56.6,50.4,62.5,12684
512585,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,19.3,16.6,22.2,12685
512586,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,28.8,24.9,33.1,12686
512587,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,37.7,32.8,43,12687
512588,Physical Activity,Percent of adults who engage in no leisure-time physical activity,45.8,41.5,50.1,12688
512589,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.9,31.1,41,12689
512590,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.3,31.7,41.3,12690
512591,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,38.7,32.8,44.9,12691
512592,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),51.6,46.7,56.6,12692
512593,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,31.3,28,34.8,12693
512594,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily,31.6,26.2,37.6,12694
512595,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,29,23.7,35,12695
512596,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.2,31.8,42.9,12696
512597,Physical Activity,Percent of adults who engage in no leisure-time physical activity,19.2,16.8,21.8,12697
512598,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,18.7,15.8,21.9,12698
512599,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.6,31.1,36.3,12699
512600,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24,19.2,29.4,12700
512601,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily,31.8,26,38.1,12701
512602,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.9,31.9,40.2,12702
512603,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,27.7,23.9,31.9,12703
512604,Physical Activity,Percent of adults who engage in no leisure-time physical activity,38.4,34.9,42,12704
512605,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),28.2,24.6,32.2,12705
512606,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,38.6,31.2,46.5,12706
512607,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),25.7,22.7,29,12707
512608,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24,20.1,28.3,12708
512609,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,14.8,12.4,17.7,12709
512610,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.9,27.2,39.1,12710
512611,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,25.6,18.7,34,12711
512612,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.3,25.2,33.8,12712
512613,Physical Activity,Percent of adults who engage in no leisure-time physical activity,30.5,26.7,34.5,12713
512614,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,30.7,26.9,34.8,12714
512615,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,18.8,15.9,22.2,12715
512616,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.3,23.6,35.7,12716
512617,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily,33.6,24.2,44.4,12717
512618,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.5,23.4,27.9,12718
512619,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,23.1,18,29.1,12719
512620,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily,15.7,14.5,17,12720
512621,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,28.8,25.2,32.6,12721
512622,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,39.7,35.7,43.9,12722
512623,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,20.4,17.5,23.7,12723
512624,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.5,28.2,41.3,12724
512625,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,39.5,35.6,43.4,12725
512626,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.3,29,40,12726
512627,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),52.7,49.5,55.9,12727
512628,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),41.6,37.4,46,12728
512629,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.2,24.4,32.4,12729
512630,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.3,30,38.7,12730
512631,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,18.7,14.9,23.3,12731
512632,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,20.6,16.5,25.4,12732
512633,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.2,31.9,40.6,12733
512634,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,20.6,18,23.6,12734
512635,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,37.5,35,40,12735
512636,Physical Activity,Percent of adults who engage in no leisure-time physical activity,29.6,25.6,33.9,12736
512637,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.4,30,43.2,12737
512638,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,28.5,24.8,32.6,12738
512639,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,12.1,9.4,15.5,12739
512640,Physical Activity,Percent of adults who engage in no leisure-time physical activity,23.1,19.8,26.6,12740
512641,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,24.1,21.2,27.2,12741
512642,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),34.7,29.8,39.8,12742
512643,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),37,32.9,41.3,12743
512644,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.8,27.6,34.2,12744
512645,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily,24.9,21.9,28.1,12745
512646,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.8,31.8,42.2,12746
512647,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),41.1,35.2,47.3,12747
512648,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),34,29.7,38.6,12748
512649,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,21,17.2,25.3,12749
512650,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,25.5,21.2,30.3,12750
512651,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),54.4,48.7,60,12751
512652,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,23.3,19,28.4,12752
512653,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,31.6,26.6,37.1,12753
512654,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.4,21.1,27.9,12754
512655,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,27.6,19.8,37.1,12755
512656,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,28.1,23.6,33,12756
512657,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily,19.4,15,24.7,12757
512658,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.9,31.2,38.9,12758
512659,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.9,29.7,38.4,12759
512660,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,13.2,10.4,16.6,12760
512661,Physical Activity,Percent of adults who engage in no leisure-time physical activity,21.7,18.3,25.6,12761
512662,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36,30.6,41.7,12762
512663,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,14.7,11.8,18.2,12763
512664,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,21.3,16.3,27.4,12764
512665,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,45.5,40,51.2,12765
512666,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,20.5,15.3,26.9,12766
512667,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),44.7,39.6,49.8,12767
512668,Physical Activity,Percent of adults who engage in no leisure-time physical activity,37.7,33.2,42.5,12768
512669,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),43.2,39.4,47.1,12769
512670,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),48.8,43.1,54.5,12770
512671,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.4,31.2,39.8,12771
512672,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),39,33.2,45.1,12772
512673,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily,22.7,19.1,26.7,12773
512674,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,29.2,25.1,33.8,12774
512675,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,32.6,29.6,35.7,12775
512676,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),27.8,22.3,33.9,12776
512677,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),41.8,36.1,47.8,12777
512678,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32,27.2,37.3,12778
512679,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,17.2,12.2,23.9,12779
512680,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.5,24.6,32.9,12780
512681,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),57.4,53,61.6,12781
512682,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,33.5,26.9,40.9,12782
512683,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,19.2,15.8,23.1,12783
512684,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.4,26.7,32.3,12784
512685,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,37.1,33.7,40.6,12785
512686,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.5,26.6,32.6,12786
512687,Physical Activity,Percent of adults who engage in no leisure-time physical activity,31.4,26,37.2,12787
512688,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,26,24.1,28,12788
512689,Physical Activity,Percent of adults who engage in no leisure-time physical activity,31,28.2,34.1,12789
512690,Physical Activity,Percent of adults who engage in no leisure-time physical activity,26.4,22.4,30.8,12790
512691,Physical Activity,Percent of adults who engage in no leisure-time physical activity,17.6,14.2,21.8,12791
512692,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),21.6,17.4,26.5,12792
512693,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.6,30,39.5,12793
512694,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,31.5,27.6,35.8,12794
512695,Physical Activity,Percent of adults who engage in no leisure-time physical activity,26.7,19.1,35.9,12795
512696,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,19.8,15.1,25.6,12796
512697,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,32.9,27.2,39.2,12797
512698,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.7,29.2,38.6,12798
512699,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.6,23.5,27.7,12799
512700,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),65.6,61.3,69.7,12800
512701,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,28.8,25.4,32.4,12801
512702,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),35.1,32.9,37.4,12802
512703,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),62.9,61,64.7,12803
512704,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily,24.9,20.2,30.4,12804
512705,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,20.8,16.8,25.4,12805
512706,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.9,29.4,36.7,12806
512707,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),33.1,28.5,38.1,12807
512708,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,37.6,34.2,41.1,12808
512709,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily,18.1,14.1,23,12809
512710,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23,21.5,24.6,12810
512711,Physical Activity,Percent of adults who engage in no leisure-time physical activity,40.8,35,46.9,12811
512712,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),33.9,29.3,38.9,12812
512713,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily,14.3,12.7,16.1,12813
512714,Physical Activity,Percent of adults who engage in no leisure-time physical activity,22.8,19.1,27,12814
