D_ID,P_ID,Ethnicity,Income
162354,12454,Pacific Islander,"$15,000 - $24,999"
162355,12455,Other,"Less than $15,000"
162356,12456,Hispanic,"$25,000 - $34,999"
162357,12457,Other,Unemployed
162358,12458,Asian,"$75,000 or greater"
162359,12459,Hispanic,"$75,000 or greater"
162360,12460,Native American,"$50,000 - $74,999"
162361,12461,White,"$15,000 - $24,999"
162362,12462,Black,"$35,000 - $49,999"
162363,12463,Native American,"$50,000 - $74,999"
162364,12464,Hispanic,"Less than $15,000"
162365,12465,Black,"$25,000 - $34,999"
162366,12466,White,Unemployed
162367,12467,Hispanic,"$25,000 - $34,999"
162368,12468,Black,"Less than $15,000"
162369,12469,Pacific Islander,"$25,000 - $34,999"
162370,12470,Other,"$50,000 - $74,999"
162371,12471,Black,"$35,000 - $49,999"
162372,12472,Hispanic,"$35,000 - $49,999"
162373,12473,Black,"$75,000 or greater"
162374,12474,Asian,"$15,000 - $24,999"
162375,12475,Pacific Islander,Unemployed
162376,12476,White,"$50,000 - $74,999"
162377,12477,Black,"Less than $15,000"
162378,12478,Other,Unemployed
162379,12479,Native American,"$50,000 - $74,999"
162380,12480,Asian,Unemployed
162381,12481,Pacific Islander,"Less than $15,000"
162382,12482,White,"$15,000 - $24,999"
162383,12483,Other,"$15,000 - $24,999"
162384,12484,Other,"$35,000 - $49,999"
162385,12485,Native American,Unemployed
162386,12486,Other,"$50,000 - $74,999"
162387,12487,Other,Unemployed
162388,12488,White,"$25,000 - $34,999"
162389,12489,White,"$50,000 - $74,999"
162390,12490,Pacific Islander,"$75,000 or greater"
162391,12491,Pacific Islander,"$25,000 - $34,999"
162392,12492,Other,"$50,000 - $74,999"
162393,12493,Pacific Islander,"$15,000 - $24,999"
162394,12494,Pacific Islander,"Less than $15,000"
162395,12495,Pacific Islander,"$15,000 - $24,999"
162396,12496,Pacific Islander,Unemployed
162397,12497,Pacific Islander,Unemployed
162398,12498,White,"Less than $15,000"
162399,12499,Pacific Islander,"Less than $15,000"
162400,12500,Pacific Islander,"$50,000 - $74,999"
162401,12501,Native American,"$75,000 or greater"
162402,12502,Other,"$75,000 or greater"
162403,12503,Other,"$25,000 - $34,999"
162404,12504,White,"$25,000 - $34,999"
162405,12505,White,"$35,000 - $49,999"
162406,12506,Asian,"$75,000 or greater"
162407,12507,Hispanic,"$25,000 - $34,999"
162408,12508,Native American,"$50,000 - $74,999"
162409,12509,Pacific Islander,"$25,000 - $34,999"
162410,12510,Hispanic,"$50,000 - $74,999"
162411,12511,Black,"$15,000 - $24,999"
162412,12512,White,"$50,000 - $74,999"
162413,12513,Other,"$50,000 - $74,999"
162414,12514,Pacific Islander,"$75,000 or greater"
162415,12515,Hispanic,Unemployed
162416,12516,Pacific Islander,"$35,000 - $49,999"
162417,12517,Asian,"$75,000 or greater"
162418,12518,Pacific Islander,"Less than $15,000"
162419,12519,Asian,"$35,000 - $49,999"
162420,12520,Hispanic,"$15,000 - $24,999"
162421,12521,Native American,"$50,000 - $74,999"
162422,12522,Hispanic,"$75,000 or greater"
162423,12523,Other,Unemployed
162424,12524,Pacific Islander,"$35,000 - $49,999"
162425,12525,White,Unemployed
162426,12526,Asian,"$50,000 - $74,999"
162427,12527,Black,"$50,000 - $74,999"
162428,12528,Native American,"$50,000 - $74,999"
162429,12529,Pacific Islander,"$50,000 - $74,999"
162430,12530,White,"Less than $15,000"
162431,12531,Black,"$75,000 or greater"
162432,12532,Other,"$25,000 - $34,999"
162433,12533,Pacific Islander,"$25,000 - $34,999"
162434,12534,Pacific Islander,"$15,000 - $24,999"
162435,12535,Hispanic,"$15,000 - $24,999"
162436,12536,Native American,"$15,000 - $24,999"
162437,12537,White,Unemployed
162438,12538,White,"$75,000 or greater"
162439,12539,White,"$35,000 - $49,999"
162440,12540,Hispanic,"$50,000 - $74,999"
162441,12541,Native American,"$35,000 - $49,999"
162442,12542,Pacific Islander,"$25,000 - $34,999"
162443,12543,Asian,"$50,000 - $74,999"
162444,12544,Pacific Islander,"$15,000 - $24,999"
162445,12545,Asian,"$50,000 - $74,999"
162446,12546,White,"$25,000 - $34,999"
162447,12547,Black,"$75,000 or greater"
162448,12548,White,Unemployed
162449,12549,Native American,"$25,000 - $34,999"
162450,12550,Other,Unemployed
162451,12551,White,"Less than $15,000"
162452,12552,Native American,"$35,000 - $49,999"
162453,12553,Native American,"Less than $15,000"
162454,12554,Pacific Islander,"Less than $15,000"
162455,12555,White,"$25,000 - $34,999"
162456,12556,Asian,"Less than $15,000"
162457,12557,Black,"$15,000 - $24,999"
162458,12558,Hispanic,"$75,000 or greater"
162459,12559,Other,"$15,000 - $24,999"
162460,12560,Hispanic,"$50,000 - $74,999"
162461,12561,Pacific Islander,"$25,000 - $34,999"
162462,12562,White,"$15,000 - $24,999"
162463,12563,Asian,"$25,000 - $34,999"
162464,12564,Other,Unemployed
162465,12565,White,"$50,000 - $74,999"
162466,12566,Other,"$25,000 - $34,999"
162467,12567,Black,"$25,000 - $34,999"
162468,12568,Native American,"$15,000 - $24,999"
162469,12569,Native American,"Less than $15,000"
162470,12570,Hispanic,"$50,000 - $74,999"
162471,12571,White,"$50,000 - $74,999"
162472,12572,Black,"$75,000 or greater"
162473,12573,Hispanic,"$50,000 - $74,999"
162474,12574,Asian,Unemployed
162475,12575,Black,"$15,000 - $24,999"
162476,12576,White,"$15,000 - $24,999"
162477,12577,Black,"$75,000 or greater"
162478,12578,Hispanic,"$35,000 - $49,999"
162479,12579,Other,"$15,000 - $24,999"
162480,12580,Black,"$15,000 - $24,999"
162481,12581,Asian,"$75,000 or greater"
162482,12582,Other,"$75,000 or greater"
162483,12583,White,"$35,000 - $49,999"
162484,12584,Other,"$75,000 or greater"
162485,12585,Asian,"Less than $15,000"
162486,12586,Hispanic,"$15,000 - $24,999"
162487,12587,White,"$35,000 - $49,999"
162488,12588,Other,"$75,000 or greater"
162489,12589,Native American,"$15,000 - $24,999"
162490,12590,Asian,"$35,000 - $49,999"
162491,12591,Native American,"$15,000 - $24,999"
162492,12592,Black,"$75,000 or greater"
162493,12593,Native American,"Less than $15,000"
162494,12594,Asian,"Less than $15,000"
162495,12595,Asian,"$25,000 - $34,999"
162496,12596,Hispanic,"$35,000 - $49,999"
162497,12597,Other,"$50,000 - $74,999"
162498,12598,Asian,"$35,000 - $49,999"
162499,12599,Asian,Unemployed
162500,12600,White,"$25,000 - $34,999"
162501,12601,Other,"Less than $15,000"
162502,12602,Other,"$75,000 or greater"
162503,12603,Pacific Islander,"$75,000 or greater"
162504,12604,White,"$50,000 - $74,999"
162505,12605,Black,"$25,000 - $34,999"
162506,12606,Hispanic,Unemployed
162507,12607,Other,Unemployed
162508,12608,Asian,Unemployed
162509,12609,Black,"$35,000 - $49,999"
162510,12610,Other,Unemployed
162511,12611,Asian,"Less than $15,000"
162512,12612,Pacific Islander,"$15,000 - $24,999"
162513,12613,Black,"$75,000 or greater"
162514,12614,Native American,"$15,000 - $24,999"
162515,12615,White,Unemployed
162516,12616,Other,"$15,000 - $24,999"
162517,12617,Native American,"$75,000 or greater"
162518,12618,Black,"$50,000 - $74,999"
162519,12619,White,"$15,000 - $24,999"
162520,12620,Hispanic,"$50,000 - $74,999"
162521,12621,Native American,"$25,000 - $34,999"
162522,12622,Native American,"$15,000 - $24,999"
162523,12623,Black,"Less than $15,000"
162524,12624,Pacific Islander,"Less than $15,000"
162525,12625,Other,"$35,000 - $49,999"
162526,12626,Other,Unemployed
162527,12627,White,"Less than $15,000"
162528,12628,Native American,"$50,000 - $74,999"
162529,12629,White,"$50,000 - $74,999"
162530,12630,Native American,"$50,000 - $74,999"
162531,12631,Asian,"$15,000 - $24,999"
162532,12632,Native American,"$25,000 - $34,999"
162533,12633,Black,"$15,000 - $24,999"
162534,12634,Black,"$15,000 - $24,999"
162535,12635,Pacific Islander,Unemployed
162536,12636,Pacific Islander,"Less than $15,000"
162537,12637,Hispanic,"$25,000 - $34,999"
162538,12638,Black,"Less than $15,000"
162539,12639,Hispanic,"Less than $15,000"
162540,12640,Other,"$75,000 or greater"
162541,12641,Other,"Less than $15,000"
162542,12642,Other,"$15,000 - $24,999"
162543,12643,Native American,Unemployed
162544,12644,Native American,Unemployed
162545,12645,Pacific Islander,"Less than $15,000"
162546,12646,Pacific Islander,"$75,000 or greater"
162547,12647,Other,"Less than $15,000"
162548,12648,Asian,"Less than $15,000"
162549,12649,Native American,"Less than $15,000"
162550,12650,Native American,"$15,000 - $24,999"
162551,12651,Black,"$50,000 - $74,999"
162552,12652,White,Unemployed
162553,12653,White,"$35,000 - $49,999"
162554,12654,Pacific Islander,"$25,000 - $34,999"
162555,12655,Asian,"$25,000 - $34,999"
162556,12656,Other,"$75,000 or greater"
162557,12657,Asian,"$75,000 or greater"
162558,12658,White,"$75,000 or greater"
162559,12659,Pacific Islander,"$25,000 - $34,999"
162560,12660,Pacific Islander,"$25,000 - $34,999"
162561,12661,Asian,"Less than $15,000"
162562,12662,Pacific Islander,Unemployed
162563,12663,Native American,"$50,000 - $74,999"
162564,12664,Native American,"$25,000 - $34,999"
162565,12665,Black,"$75,000 or greater"
162566,12666,Pacific Islander,"$35,000 - $49,999"
162567,12667,Other,"$15,000 - $24,999"
162568,12668,Pacific Islander,"$35,000 - $49,999"
162569,12669,Hispanic,Unemployed
162570,12670,White,Unemployed
162571,12671,Asian,"$25,000 - $34,999"
162572,12672,Hispanic,"$35,000 - $49,999"
162573,12673,Pacific Islander,"Less than $15,000"
162574,12674,Black,"$15,000 - $24,999"
162575,12675,Pacific Islander,"$75,000 or greater"
162576,12676,Black,"$25,000 - $34,999"
162577,12677,White,"$25,000 - $34,999"
162578,12678,Black,"Less than $15,000"
162579,12679,Hispanic,"$15,000 - $24,999"
162580,12680,White,"$25,000 - $34,999"
162581,12681,Native American,"$35,000 - $49,999"
162582,12682,Asian,Unemployed
162583,12683,Black,"$25,000 - $34,999"
162584,12684,White,"Less than $15,000"
162585,12685,Black,Unemployed
162586,12686,Other,"$50,000 - $74,999"
162587,12687,White,"$35,000 - $49,999"
162588,12688,Other,"$15,000 - $24,999"
162589,12689,Hispanic,"$25,000 - $34,999"
162590,12690,White,"$25,000 - $34,999"
162591,12691,Other,"$35,000 - $49,999"
162592,12692,Asian,"$35,000 - $49,999"
162593,12693,Other,"$15,000 - $24,999"
162594,12694,White,"Less than $15,000"
162595,12695,Pacific Islander,"Less than $15,000"
162596,12696,Black,"$35,000 - $49,999"
162597,12697,Other,"$75,000 or greater"
162598,12698,Black,Unemployed
162599,12699,Hispanic,Unemployed
162600,12700,Hispanic,Unemployed
162601,12701,Black,"Less than $15,000"
162602,12702,Other,"$35,000 - $49,999"
162603,12703,Hispanic,"$50,000 - $74,999"
162604,12704,White,"$15,000 - $24,999"
162605,12705,Hispanic,Unemployed
162606,12706,Black,"Less than $15,000"
162607,12707,Black,Unemployed
162608,12708,Asian,Unemployed
162609,12709,Other,"$15,000 - $24,999"
162610,12710,Asian,"$50,000 - $74,999"
162611,12711,Asian,"$25,000 - $34,999"
162612,12712,Black,"$75,000 or greater"
162613,12713,Native American,Unemployed
162614,12714,Other,"$15,000 - $24,999"
162615,12715,Native American,"$15,000 - $24,999"
162616,12716,Native American,"$15,000 - $24,999"
162617,12717,White,"$25,000 - $34,999"
162618,12718,Native American,"$75,000 or greater"
162619,12719,Native American,Unemployed
162620,12720,Pacific Islander,"$75,000 or greater"
162621,12721,Pacific Islander,"$15,000 - $24,999"
162622,12722,Black,"$50,000 - $74,999"
162623,12723,Other,Unemployed
162624,12724,Asian,"$15,000 - $24,999"
162625,12725,Native American,"$50,000 - $74,999"
162626,12726,Asian,"$25,000 - $34,999"
162627,12727,Black,"$75,000 or greater"
162628,12728,Asian,"$50,000 - $74,999"
162629,12729,White,"$50,000 - $74,999"
162630,12730,Hispanic,"$15,000 - $24,999"
162631,12731,Other,"$35,000 - $49,999"
162632,12732,Asian,Unemployed
162633,12733,Black,"$15,000 - $24,999"
162634,12734,Hispanic,Unemployed
162635,12735,Hispanic,"$75,000 or greater"
162636,12736,Asian,"Less than $15,000"
162637,12737,Other,"$15,000 - $24,999"
162638,12738,Hispanic,"$25,000 - $34,999"
162639,12739,Native American,"Less than $15,000"
162640,12740,Asian,"$50,000 - $74,999"
162641,12741,Native American,"$50,000 - $74,999"
162642,12742,White,"$50,000 - $74,999"
162643,12743,White,"$50,000 - $74,999"
162644,12744,Native American,Unemployed
162645,12745,Pacific Islander,"$35,000 - $49,999"
162646,12746,White,"$35,000 - $49,999"
162647,12747,Hispanic,"Less than $15,000"
162648,12748,Asian,"$35,000 - $49,999"
162649,12749,Other,"$35,000 - $49,999"
162650,12750,Black,"$25,000 - $34,999"
162651,12751,Native American,"$25,000 - $34,999"
162652,12752,Other,"$35,000 - $49,999"
162653,12753,Asian,Unemployed
162654,12754,Other,Unemployed
162655,12755,Native American,"Less than $15,000"
162656,12756,Other,"Less than $15,000"
162657,12757,Native American,"$50,000 - $74,999"
162658,12758,Asian,Unemployed
162659,12759,Pacific Islander,"$35,000 - $49,999"
162660,12760,White,"$15,000 - $24,999"
162661,12761,Pacific Islander,Unemployed
162662,12762,Black,"$25,000 - $34,999"
162663,12763,Other,"$35,000 - $49,999"
162664,12764,Native American,"$35,000 - $49,999"
162665,12765,Asian,"Less than $15,000"
162666,12766,Black,"$50,000 - $74,999"
162667,12767,White,"$25,000 - $34,999"
162668,12768,White,"Less than $15,000"
162669,12769,White,"$35,000 - $49,999"
162670,12770,Black,"Less than $15,000"
162671,12771,White,"$50,000 - $74,999"
162672,12772,Native American,"$25,000 - $34,999"
162673,12773,Asian,Unemployed
162674,12774,Black,"$35,000 - $49,999"
162675,12775,Hispanic,"$35,000 - $49,999"
162676,12776,White,"Less than $15,000"
162677,12777,Black,"$50,000 - $74,999"
162678,12778,Black,"Less than $15,000"
162679,12779,Pacific Islander,"$15,000 - $24,999"
162680,12780,Other,Unemployed
162681,12781,Other,"$50,000 - $74,999"
162682,12782,Black,Unemployed
162683,12783,White,Unemployed
162684,12784,Native American,"$35,000 - $49,999"
162685,12785,Hispanic,"$75,000 or greater"
162686,12786,Native American,"Less than $15,000"
162687,12787,Pacific Islander,"Less than $15,000"
162688,12788,Black,"$75,000 or greater"
162689,12789,Native American,Unemployed
162690,12790,Pacific Islander,"$35,000 - $49,999"
162691,12791,Native American,"$50,000 - $74,999"
162692,12792,Asian,"$25,000 - $34,999"
162693,12793,Pacific Islander,"$25,000 - $34,999"
162694,12794,Pacific Islander,"Less than $15,000"
162695,12795,Pacific Islander,"$50,000 - $74,999"
162696,12796,Black,"$15,000 - $24,999"
162697,12797,White,"$15,000 - $24,999"
162698,12798,Hispanic,Unemployed
162699,12799,Native American,"$75,000 or greater"
162700,12800,Native American,"$75,000 or greater"
162701,12801,Black,"$15,000 - $24,999"
162702,12802,Other,"$75,000 or greater"
162703,12803,Pacific Islander,"$75,000 or greater"
162704,12804,Hispanic,Unemployed
162705,12805,Hispanic,"$50,000 - $74,999"
162706,12806,Other,"$35,000 - $49,999"
162707,12807,Black,"$35,000 - $49,999"
162708,12808,Native American,"$35,000 - $49,999"
162709,12809,Other,"$25,000 - $34,999"
162710,12810,Asian,"$75,000 or greater"
162711,12811,Native American,"$25,000 - $34,999"
162712,12812,Pacific Islander,"$50,000 - $74,999"
162713,12813,White,"$75,000 or greater"
162714,12814,Black,"$35,000 - $49,999"
162715,12815,Pacific Islander,"$35,000 - $49,999"
162716,12816,Hispanic,"$50,000 - $74,999"
162717,12817,Pacific Islander,"$25,000 - $34,999"
162718,12818,Black,"$15,000 - $24,999"
162719,12819,Hispanic,"$15,000 - $24,999"
162720,12820,Asian,"Less than $15,000"
162721,12821,Other,"$15,000 - $24,999"
162722,12822,Pacific Islander,"Less than $15,000"
162723,12823,White,"$50,000 - $74,999"
162724,12824,Other,"$50,000 - $74,999"
162725,12825,Black,"$75,000 or greater"
162726,12826,Hispanic,"$25,000 - $34,999"
162727,12827,Hispanic,"$75,000 or greater"
162728,12828,Other,"$25,000 - $34,999"
162729,12829,Native American,"$75,000 or greater"
162730,12830,Hispanic,"$75,000 or greater"
162731,12831,Other,"$25,000 - $34,999"
162732,12832,Hispanic,"$50,000 - $74,999"
162733,12833,Native American,"Less than $15,000"
162734,12834,Black,"$25,000 - $34,999"
162735,12835,Asian,"Less than $15,000"
162736,12836,Native American,"$50,000 - $74,999"
162737,12837,Pacific Islander,"Less than $15,000"
162738,12838,Asian,Unemployed
162739,12839,White,"$25,000 - $34,999"
162740,12840,White,"$35,000 - $49,999"
162741,12841,Black,"$25,000 - $34,999"
162742,12842,Asian,"$15,000 - $24,999"
162743,12843,Pacific Islander,"Less than $15,000"
162744,12844,Other,"$50,000 - $74,999"
162745,12845,Black,"Less than $15,000"
162746,12846,Pacific Islander,"$50,000 - $74,999"
162747,12847,Asian,"Less than $15,000"
162748,12848,Other,"$25,000 - $34,999"
162749,12849,Other,Unemployed
162750,12850,Black,"$35,000 - $49,999"
162751,12851,White,"$50,000 - $74,999"
162752,12852,Hispanic,"$15,000 - $24,999"
162753,12853,Pacific Islander,Unemployed
162754,12854,Black,"$15,000 - $24,999"
162755,12855,Hispanic,"$25,000 - $34,999"
162756,12856,Native American,"$15,000 - $24,999"
162757,12857,Hispanic,"$50,000 - $74,999"
162758,12858,Other,"$35,000 - $49,999"
162759,12859,Black,"$50,000 - $74,999"
162760,12860,Pacific Islander,"$50,000 - $74,999"
162761,12861,Pacific Islander,"$15,000 - $24,999"
162762,12862,Native American,"$75,000 or greater"
162763,12863,White,Unemployed
162764,12864,Black,"$15,000 - $24,999"
162765,12865,Native American,"$35,000 - $49,999"
162766,12866,Native American,"Less than $15,000"
162767,12867,Pacific Islander,"$15,000 - $24,999"
162768,12868,Hispanic,"$50,000 - $74,999"
162769,12869,Native American,Unemployed
162770,12870,Hispanic,"$15,000 - $24,999"
162771,12871,Native American,"$75,000 or greater"
162772,12872,Black,"$50,000 - $74,999"
162773,12873,Pacific Islander,"$50,000 - $74,999"
162774,12874,Native American,Unemployed
162775,12875,Native American,"$15,000 - $24,999"
162776,12876,Pacific Islander,"$15,000 - $24,999"
162777,12877,Black,Unemployed
162778,12878,Black,"$35,000 - $49,999"
162779,12879,Native American,"$25,000 - $34,999"
162780,12880,Other,"$25,000 - $34,999"
162781,12881,Other,"$35,000 - $49,999"
162782,12882,Asian,Unemployed
162783,12883,Hispanic,"$35,000 - $49,999"
162784,12884,Other,"$35,000 - $49,999"
162785,12885,Hispanic,"$35,000 - $49,999"
162786,12886,Hispanic,"$75,000 or greater"
162787,12887,Other,Unemployed
162788,12888,Other,"$35,000 - $49,999"
162789,12889,Hispanic,"Less than $15,000"
162790,12890,Other,"$50,000 - $74,999"
162791,12891,Asian,Unemployed
162792,12892,Other,"$75,000 or greater"
162793,12893,Native American,"$25,000 - $34,999"
162794,12894,Pacific Islander,"$50,000 - $74,999"
162795,12895,Native American,"$15,000 - $24,999"
162796,12896,Hispanic,"$25,000 - $34,999"
162797,12897,Black,"$50,000 - $74,999"
162798,12898,Native American,Unemployed
162799,12899,Black,"$25,000 - $34,999"
162800,12900,Hispanic,"$15,000 - $24,999"
162801,12901,Hispanic,"$75,000 or greater"
162802,12902,Other,"Less than $15,000"
162803,12903,White,"$35,000 - $49,999"
162804,12904,Pacific Islander,"$35,000 - $49,999"
162805,12905,Other,Unemployed
162806,12906,Hispanic,"$35,000 - $49,999"
162807,12907,Asian,"$75,000 or greater"
162808,12908,Black,"$25,000 - $34,999"
162809,12909,Asian,"$15,000 - $24,999"
162810,12910,Pacific Islander,"$25,000 - $34,999"
162811,12911,Native American,"$50,000 - $74,999"
162812,12912,Other,"$75,000 or greater"
162813,12913,White,Unemployed
162814,12914,Asian,Unemployed
162815,12915,Other,Unemployed
162816,12916,Hispanic,"$15,000 - $24,999"
162817,12917,Hispanic,"Less than $15,000"
162818,12918,Pacific Islander,Unemployed
162819,12919,Asian,"Less than $15,000"
162820,12920,Hispanic,Unemployed
162821,12921,Other,Unemployed
162822,12922,White,"$25,000 - $34,999"
162823,12923,Pacific Islander,Unemployed
162824,12924,Other,"$35,000 - $49,999"
162825,12925,Black,"Less than $15,000"
162826,12926,Pacific Islander,"$75,000 or greater"
162827,12927,Black,"$50,000 - $74,999"
162828,12928,Native American,"$35,000 - $49,999"
162829,12929,Other,"$75,000 or greater"
162830,12930,White,Unemployed
162831,12931,White,"$75,000 or greater"
162832,12932,Asian,"$50,000 - $74,999"
162833,12933,Native American,"$15,000 - $24,999"
162834,12934,Black,"$35,000 - $49,999"
162835,12935,Pacific Islander,"Less than $15,000"
162836,12936,Hispanic,"$25,000 - $34,999"
162837,12937,Black,"$25,000 - $34,999"
162838,12938,Native American,"$25,000 - $34,999"
162839,12939,Pacific Islander,"$50,000 - $74,999"
162840,12940,Pacific Islander,"Less than $15,000"
162841,12941,Hispanic,"$75,000 or greater"
162842,12942,Black,"$75,000 or greater"
162843,12943,White,"$75,000 or greater"
162844,12944,White,"$75,000 or greater"
162845,12945,Pacific Islander,"$75,000 or greater"
162846,12946,Hispanic,"$25,000 - $34,999"
162847,12947,Black,Unemployed
162848,12948,Asian,"$25,000 - $34,999"
162849,12949,Pacific Islander,"$35,000 - $49,999"
162850,12950,Asian,"Less than $15,000"
162851,12951,Native American,Unemployed
162852,12952,Other,Unemployed
162853,12953,Black,"$25,000 - $34,999"
162854,12954,Asian,Unemployed
162855,12955,Pacific Islander,"$25,000 - $34,999"
162856,12956,Other,Unemployed
162857,12957,Pacific Islander,"$25,000 - $34,999"
162858,12958,Native American,"$75,000 or greater"
162859,12959,Pacific Islander,"$75,000 or greater"
162860,12960,Asian,"$75,000 or greater"
162861,12961,Hispanic,"$35,000 - $49,999"
162862,12962,Hispanic,"$75,000 or greater"
162863,12963,Black,"Less than $15,000"
162864,12964,Pacific Islander,"$15,000 - $24,999"
162865,12965,Native American,"$25,000 - $34,999"
162866,12966,Other,"$25,000 - $34,999"
162867,12967,Black,"$50,000 - $74,999"
162868,12968,Native American,"$25,000 - $34,999"
162869,12969,Black,Unemployed
162870,12970,Black,Unemployed
162871,12971,Native American,"$35,000 - $49,999"
162872,12972,Other,"Less than $15,000"
162873,12973,Native American,Unemployed
162874,12974,Other,"$50,000 - $74,999"
162875,12975,Black,Unemployed
162876,12976,Black,"$50,000 - $74,999"
162877,12977,White,"$50,000 - $74,999"
162878,12978,Hispanic,"$50,000 - $74,999"
162879,12979,Asian,"$15,000 - $24,999"
162880,12980,Black,"$15,000 - $24,999"
162881,12981,White,"$50,000 - $74,999"
162882,12982,Pacific Islander,"$50,000 - $74,999"
162883,12983,Other,"$15,000 - $24,999"
162884,12984,Asian,"$15,000 - $24,999"
162885,12985,Hispanic,"Less than $15,000"
162886,12986,Hispanic,"$25,000 - $34,999"
162887,12987,Native American,"$50,000 - $74,999"
162888,12988,White,"$35,000 - $49,999"
162889,12989,Native American,Unemployed
162890,12990,Pacific Islander,"$50,000 - $74,999"
162891,12991,White,"Less than $15,000"
162892,12992,Pacific Islander,"$75,000 or greater"
162893,12993,Native American,"$25,000 - $34,999"
162894,12994,Native American,"$35,000 - $49,999"
162895,12995,Other,"$15,000 - $24,999"
162896,12996,Hispanic,Unemployed
162897,12997,Hispanic,"$35,000 - $49,999"
162898,12998,White,"$15,000 - $24,999"
162899,12999,White,"Less than $15,000"
162900,13000,Pacific Islander,"$35,000 - $49,999"
162901,13001,Black,"$75,000 or greater"
162902,13002,Black,"$25,000 - $34,999"
162903,13003,Other,"$75,000 or greater"
162904,13004,Native American,"$75,000 or greater"
162905,13005,Asian,"$50,000 - $74,999"
162906,13006,Asian,"$25,000 - $34,999"
162907,13007,White,"$25,000 - $34,999"
162908,13008,Other,"$50,000 - $74,999"
162909,13009,Asian,"$25,000 - $34,999"
162910,13010,Other,"$15,000 - $24,999"
162911,13011,Black,"$25,000 - $34,999"
162912,13012,Asian,"$50,000 - $74,999"
162913,13013,Other,"$25,000 - $34,999"
162914,13014,Pacific Islander,Unemployed
162915,13015,White,"Less than $15,000"
162916,13016,Asian,Unemployed
162917,13017,Pacific Islander,"$75,000 or greater"
162918,13018,Other,"$15,000 - $24,999"
162919,13019,White,"$35,000 - $49,999"
162920,13020,Hispanic,"$50,000 - $74,999"
162921,13021,Native American,"$25,000 - $34,999"
162922,13022,Black,"$35,000 - $49,999"
162923,13023,Native American,"$50,000 - $74,999"
162924,13024,Asian,"Less than $15,000"
162925,13025,Native American,"Less than $15,000"
162926,13026,Pacific Islander,"$50,000 - $74,999"
162927,13027,Pacific Islander,"$15,000 - $24,999"
162928,13028,Asian,"$35,000 - $49,999"
162929,13029,Hispanic,"$75,000 or greater"
162930,13030,Pacific Islander,"$50,000 - $74,999"
162931,13031,Other,Unemployed
162932,13032,Black,"$50,000 - $74,999"
162933,13033,Native American,"Less than $15,000"
162934,13034,Black,"$35,000 - $49,999"
162935,13035,Pacific Islander,"$50,000 - $74,999"
162936,13036,Native American,"$15,000 - $24,999"
162937,13037,Hispanic,"$35,000 - $49,999"
162938,13038,Native American,Unemployed
162939,13039,Other,"$35,000 - $49,999"
162940,13040,Asian,"$25,000 - $34,999"
162941,13041,White,"$15,000 - $24,999"
162942,13042,Asian,Unemployed
162943,13043,Black,"$50,000 - $74,999"
162944,13044,Hispanic,"$15,000 - $24,999"
162945,13045,Pacific Islander,Unemployed
162946,13046,Asian,"$50,000 - $74,999"
162947,13047,Other,"$15,000 - $24,999"
162948,13048,Asian,"$75,000 or greater"
162949,13049,White,"$15,000 - $24,999"
162950,13050,Pacific Islander,"$25,000 - $34,999"
162951,13051,Pacific Islander,"$35,000 - $49,999"
162952,13052,Hispanic,"Less than $15,000"
162953,13053,Asian,"$75,000 or greater"
162954,13054,Native American,"$50,000 - $74,999"
162955,13055,Black,"$75,000 or greater"
162956,13056,White,"Less than $15,000"
162957,13057,Other,"$35,000 - $49,999"
162958,13058,Asian,"Less than $15,000"
162959,13059,Hispanic,"$15,000 - $24,999"
162960,13060,White,"$50,000 - $74,999"
162961,13061,Native American,"$35,000 - $49,999"
162962,13062,Native American,"$25,000 - $34,999"
162963,13063,Black,"$50,000 - $74,999"
162964,13064,Pacific Islander,Unemployed
162965,13065,Asian,"$25,000 - $34,999"
162966,13066,Other,"$25,000 - $34,999"
162967,13067,White,"$35,000 - $49,999"
162968,13068,Black,"$50,000 - $74,999"
162969,13069,Asian,"$50,000 - $74,999"
162970,13070,Pacific Islander,"$25,000 - $34,999"
162971,13071,White,"$15,000 - $24,999"
162972,13072,Asian,"$75,000 or greater"
162973,13073,Hispanic,"$15,000 - $24,999"
162974,13074,White,"Less than $15,000"
162975,13075,Asian,"$15,000 - $24,999"
162976,13076,White,Unemployed
162977,13077,Asian,"$50,000 - $74,999"
162978,13078,Native American,"$75,000 or greater"
162979,13079,Other,"$75,000 or greater"
162980,13080,White,Unemployed
162981,13081,White,Unemployed
162982,13082,Pacific Islander,"$15,000 - $24,999"
162983,13083,Asian,"$25,000 - $34,999"
162984,13084,Native American,"$75,000 or greater"
162985,13085,White,"$35,000 - $49,999"
162986,13086,White,Unemployed
162987,13087,Hispanic,"$35,000 - $49,999"
162988,13088,Pacific Islander,"Less than $15,000"
162989,13089,White,"$50,000 - $74,999"
162990,13090,Black,"$15,000 - $24,999"
162991,13091,Pacific Islander,"Less than $15,000"
162992,13092,Other,Unemployed
162993,13093,Pacific Islander,"$25,000 - $34,999"
162994,13094,Black,"$75,000 or greater"
162995,13095,Hispanic,"Less than $15,000"
162996,13096,Asian,"$25,000 - $34,999"
162997,13097,Hispanic,"$50,000 - $74,999"
162998,13098,White,"Less than $15,000"
162999,13099,Other,"$35,000 - $49,999"
163000,13100,Pacific Islander,"$35,000 - $49,999"
